invoice_id,order_id,invoice_number,taxable_value,gst_amount,total_amount,status,source
INV-0362,ORD-362,INV/2025/1362,6399.65,1151.94,7551.59,PAID,
INV-0363,ORD-363,INV/2025/1363,884.88,159.28,1044.16,PAID,
INV-0364,ORD-364,INV/2025/1364,663.22,119.38,782.6,PAID,
INV-0366,ORD-366,INV/2025/1366,2737.63,492.77,3230.4,PAID,
INV-0367,ORD-367,INV/2025/1367,816.45,146.96,963.41,PAID,
INV-0368,ORD-368,INV/2025/1368,1211.36,218.04,1429.4,PAID,
INV-0369,ORD-369,INV/2025/1369,259.6,46.73,306.33,PAID,
INV-0370,ORD-370,INV/2025/1370,2240.36,403.26,2643.62,PAID,
INV-0371,ORD-371,INV/2025/1371,2185.45,393.38,2578.83,PAID,
INV-0372,ORD-372,INV/2025/1372,631.44,113.66,745.1,PAID,
INV-0373,ORD-373,INV/2025/1373,253.39,45.61,299.0,PAID,
INV-0374,ORD-374,INV/2025/1374,253.39,45.61,299.0,PAID,
INV-0375,ORD-375,INV/2025/1375,1131.9,203.74,1335.64,PAID,
INV-0376,ORD-376,INV/2025/1376,1093.48,196.83,1290.31,PAID,
INV-0377,ORD-377,INV/2025/1377,962.58,173.26,1135.84,PAID,
INV-0378,ORD-378,INV/2025/1378,253.39,45.61,299.0,PAID,
INV-0379,ORD-379,INV/2025/1379,956.33,172.14,1128.47,PAID,
INV-0380,ORD-380,INV/2025/1380,4021.64,723.9,4745.54,PAID,
INV-0381,ORD-381,INV/2025/1381,13842.86,2491.71,16334.57,PAID,
INV-0382,ORD-382,INV/2025/1382,253.39,45.61,299.0,PAID,
INV-0383,ORD-383,INV/2025/1383,1525.15,274.53,1799.68,PAID,
INV-0384,ORD-384,INV/2025/1384,5158.0,928.44,6086.44,PAID,
INV-0385,ORD-385,INV/2025/1385,1993.03,358.75,2351.78,PAID,
INV-0386,ORD-386,INV/2025/1386,1470.69,264.73,1735.42,PAID,
INV-0387,ORD-387,INV/2025/1387,1127.88,203.02,1330.9,PAID,
INV-0388,ORD-388,INV/2025/1388,1328.87,239.2,1568.07,PAID,
INV-0389,ORD-389,INV/2025/1389,390.12,70.22,460.34,PAID,
INV-0390,ORD-390,INV/2025/1390,2819.04,507.43,3326.47,PAID,
INV-0391,ORD-391,INV/2025/1391,543.63,97.85,641.48,PAID,
INV-0392,ORD-392,INV/2025/1392,253.39,45.61,299.0,PAID,
INV-0393,ORD-393,INV/2025/1393,253.39,45.61,299.0,PAID,
INV-0394,ORD-394,INV/2025/1394,1026.54,184.78,1211.32,PAID,
INV-0395,ORD-395,INV/2025/1395,1648.0,296.64,1944.64,PAID,
INV-0396,ORD-396,INV/2025/1396,1716.23,308.92,2025.15,PAID,
INV-0398,ORD-398,INV/2025/1398,398.08,71.65,469.73,PAID,
INV-0399,ORD-399,INV/2025/1399,368.36,66.31,434.67,PAID,
INV-0400,ORD-400,INV/2025/1400,4136.94,744.65,4881.59,PAID,
INV-0401,ORD-401,INV/2025/1401,2704.58,486.82,3191.4,PAID,
INV-0402,ORD-402,INV/2025/1402,253.39,45.61,299.0,PAID,
INV-0403,ORD-403,INV/2025/1403,497.22,89.5,586.72,PAID,
INV-0404,ORD-404,INV/2025/1404,526.18,94.71,620.89,PAID,
INV-0405,ORD-405,INV/2025/1405,816.58,146.98,963.56,PAID,
INV-0406,ORD-406,INV/2025/1406,435.36,78.37,513.73,PAID,
INV-0407,ORD-407,INV/2025/1407,282.38,50.83,333.21,PAID,
INV-0408,ORD-408,INV/2025/1408,662.64,119.27,781.91,PAID,
INV-0409,ORD-409,INV/2025/1409,1435.04,258.31,1693.35,PAID,
INV-0410,ORD-410,INV/2025/1410,3928.51,707.13,4635.64,PAID,
INV-0412,ORD-412,INV/2025/1412,499.55,89.92,589.47,PAID,
INV-0413,ORD-413,INV/2025/1413,1739.81,313.17,2052.98,PAID,
INV-0414,ORD-414,INV/2025/1414,253.39,45.61,299.0,PAID,
INV-0415,ORD-415,INV/2025/1415,2264.44,407.6,2672.04,PAID,
INV-0416,ORD-416,INV/2025/1416,602.22,108.4,710.62,PAID,
INV-0417,ORD-417,INV/2025/1417,440.11,79.22,519.33,PAID,
INV-0418,ORD-418,INV/2025/1418,486.83,87.63,574.46,PAID,
INV-0419,ORD-419,INV/2025/1419,279.75,50.35,330.1,PAID,
INV-0420,ORD-420,INV/2025/1420,1057.31,190.31,1247.62,PAID,
INV-0421,ORD-421,INV/2025/1421,2058.87,370.6,2429.47,PAID,
INV-0422,ORD-422,INV/2025/1422,938.8,168.98,1107.78,PAID,
INV-0423,ORD-423,INV/2025/1423,253.39,45.61,299.0,PAID,
INV-0424,ORD-424,INV/2025/1424,253.39,45.61,299.0,PAID,
INV-0425,ORD-425,INV/2025/1425,5694.91,1025.08,6719.99,PAID,
INV-0426,ORD-426,INV/2025/1426,2138.43,384.92,2523.35,PAID,
INV-0427,ORD-427,INV/2025/1427,2202.91,396.52,2599.43,PAID,
INV-0428,ORD-428,INV/2025/1428,1640.62,295.31,1935.93,PAID,
INV-0429,ORD-429,INV/2025/1429,3609.61,649.73,4259.34,PAID,
INV-0430,ORD-430,INV/2025/1430,503.22,90.58,593.8,PAID,
INV-0431,ORD-431,INV/2025/1431,502.25,90.4,592.65,PAID,
INV-0432,ORD-432,INV/2025/1432,253.39,45.61,299.0,PAID,
INV-0433,ORD-433,INV/2025/1433,756.24,136.12,892.36,PAID,
INV-0434,ORD-434,INV/2025/1434,1960.16,352.83,2312.99,PAID,
INV-0435,ORD-435,INV/2025/1435,1813.63,326.45,2140.08,PAID,
INV-0436,ORD-436,INV/2025/1436,1375.6,247.61,1623.21,PAID,
INV-0437,ORD-437,INV/2025/1437,2245.4,404.17,2649.57,PAID,
INV-0438,ORD-438,INV/2025/1438,253.39,45.61,299.0,PAID,
INV-0439,ORD-439,INV/2025/1439,1664.9,299.68,1964.58,PAID,
INV-0440,ORD-440,INV/2025/1440,2889.61,520.13,3409.74,PAID,
INV-0441,ORD-441,INV/2025/1441,1592.86,286.71,1879.57,PAID,
INV-0442,ORD-442,INV/2025/1442,769.54,138.52,908.06,PAID,
INV-0443,ORD-443,INV/2025/1443,576.11,103.7,679.81,PAID,
INV-0444,ORD-444,INV/2025/1444,1667.59,300.17,1967.76,PAID,
INV-0445,ORD-445,INV/2025/1445,542.02,97.56,639.58,PAID,
INV-0446,ORD-446,INV/2025/1446,652.23,117.4,769.63,PAID,
INV-0447,ORD-447,INV/2025/1447,646.17,116.31,762.48,PAID,
INV-0448,ORD-448,INV/2025/1448,622.59,112.07,734.66,PAID,
INV-0449,ORD-449,INV/2025/1449,351.18,63.21,414.39,PAID,
INV-0450,ORD-450,INV/2025/1450,1438.19,258.88,1697.07,PAID,
INV-0451,ORD-451,INV/2025/1451,4769.13,858.44,5627.57,PAID,
INV-0452,ORD-452,INV/2025/1452,2453.58,441.65,2895.23,PAID,
INV-0453,ORD-453,INV/2025/1453,609.77,109.76,719.53,PAID,
INV-0454,ORD-454,INV/2025/1454,1068.36,192.31,1260.67,PAID,
INV-0455,ORD-455,INV/2025/1455,2403.89,432.7,2836.59,PAID,
INV-0456,ORD-456,INV/2025/1456,679.94,122.39,802.33,PAID,
INV-0457,ORD-457,INV/2025/1457,472.67,85.08,557.75,PAID,
INV-0458,ORD-458,INV/2025/1458,968.34,174.3,1142.64,PAID,
INV-0459,ORD-459,INV/2025/1459,253.39,45.61,299.0,PAID,
INV-0460,ORD-460,INV/2025/1460,289.97,52.2,342.17,PAID,
INV-0461,ORD-461,INV/2025/1461,253.39,45.61,299.0,PAID,
INV-0462,ORD-462,INV/2025/1462,260.58,46.91,307.49,PAID,
INV-0464,ORD-464,INV/2025/1464,999.81,179.97,1179.78,PAID,
INV-0465,ORD-465,INV/2025/1465,9776.84,1759.83,11536.67,PAID,
INV-0466,ORD-466,INV/2025/1466,272.28,49.01,321.29,PAID,
INV-0467,ORD-467,INV/2025/1467,589.77,106.16,695.93,PAID,
INV-0468,ORD-468,INV/2025/1468,1337.45,240.74,1578.19,PAID,
INV-0469,ORD-469,INV/2025/1469,569.41,102.49,671.9,PAID,
INV-0470,ORD-470,INV/2025/1470,253.39,45.61,299.0,PAID,
INV-0471,ORD-471,INV/2025/1471,1147.33,206.52,1353.85,PAID,
INV-0472,ORD-472,INV/2025/1472,5665.42,1019.78,6685.2,PAID,
INV-0473,ORD-473,INV/2025/1473,421.84,75.93,497.77,PAID,
INV-0474,ORD-474,INV/2025/1474,2171.31,390.84,2562.15,PAID,
INV-0475,ORD-475,INV/2025/1475,253.39,45.61,299.0,PAID,
INV-0476,ORD-476,INV/2025/1476,1433.76,258.08,1691.84,PAID,
INV-0477,ORD-477,INV/2025/1477,1185.86,213.46,1399.32,PAID,
INV-0478,ORD-478,INV/2025/1478,1770.66,318.72,2089.38,PAID,
INV-0479,ORD-479,INV/2025/1479,460.88,82.96,543.84,PAID,
INV-0480,ORD-480,INV/2025/1480,1739.96,313.19,2053.15,PAID,
INV-0481,ORD-481,INV/2025/1481,2056.58,370.18,2426.76,PAID,
INV-0482,ORD-482,INV/2025/1482,3005.45,540.98,3546.43,PAID,
INV-0483,ORD-483,INV/2025/1483,2456.74,442.21,2898.95,PAID,
INV-0484,ORD-484,INV/2025/1484,1224.23,220.36,1444.59,PAID,
INV-0485,ORD-485,INV/2025/1485,620.14,111.63,731.77,PAID,
INV-0486,ORD-486,INV/2025/1486,291.37,52.45,343.82,PAID,
INV-0487,ORD-487,INV/2025/1487,3638.36,654.9,4293.26,PAID,
INV-0488,ORD-488,INV/2025/1488,442.42,79.63,522.05,PAID,
INV-0489,ORD-489,INV/2025/1489,347.92,62.62,410.54,PAID,
INV-0490,ORD-490,INV/2025/1490,1015.14,182.73,1197.87,PAID,
INV-0491,ORD-491,INV/2025/1491,462.04,83.17,545.21,PAID,
INV-0492,ORD-492,INV/2025/1492,1664.49,299.61,1964.1,PAID,
INV-0493,ORD-493,INV/2025/1493,489.5,88.11,577.61,PAID,
INV-0494,ORD-494,INV/2025/1494,618.09,111.26,729.35,PAID,
INV-0495,ORD-495,INV/2025/1495,4547.97,818.63,5366.6,PAID,
INV-0496,ORD-496,INV/2025/1496,498.92,89.8,588.72,PAID,
INV-0497,ORD-497,INV/2025/1497,2047.08,368.47,2415.55,PAID,
INV-0498,ORD-498,INV/2025/1498,652.47,117.44,769.91,PAID,
INV-0499,ORD-499,INV/2025/1499,861.04,154.99,1016.03,PAID,
INV-0500,ORD-500,INV/2025/1500,749.29,134.87,884.16,PAID,
INV-0502,ORD-502,INV/2025/1502,2501.63,450.29,2951.92,PAID,
INV-0503,ORD-503,INV/2025/1503,558.35,100.5,658.85,PAID,
INV-0504,ORD-504,INV/2025/1504,636.55,114.58,751.13,PAID,
INV-0505,ORD-505,INV/2025/1505,1598.85,287.79,1886.64,PAID,
INV-0506,ORD-506,INV/2025/1506,941.12,169.4,1110.52,PAID,
INV-0507,ORD-507,INV/2025/1507,362.15,65.19,427.34,PAID,
INV-0508,ORD-508,INV/2025/1508,1236.14,222.5,1458.64,PAID,
INV-0509,ORD-509,INV/2025/1509,1096.19,197.31,1293.5,PAID,
INV-0510,ORD-510,INV/2025/1510,253.39,45.61,299.0,PAID,
INV-0511,ORD-511,INV/2025/1511,1736.6,312.59,2049.19,PAID,
INV-0512,ORD-512,INV/2025/1512,384.71,69.25,453.96,PAID,
INV-0513,ORD-513,INV/2025/1513,3515.21,632.74,4147.95,PAID,
INV-0515,ORD-515,INV/2025/1515,5779.13,1040.24,6819.37,PAID,
INV-0516,ORD-516,INV/2025/1516,7241.69,1303.51,8545.2,PAID,
INV-0517,ORD-517,INV/2025/1517,389.19,70.06,459.25,PAID,
INV-0518,ORD-518,INV/2025/1518,256.53,46.17,302.7,PAID,
INV-0519,ORD-519,INV/2025/1519,1383.69,249.06,1632.75,PAID,
INV-0520,ORD-520,INV/2025/1520,1866.58,335.99,2202.57,PAID,
INV-0521,ORD-521,INV/2025/1521,6552.64,1179.48,7732.12,PAID,
INV-0522,ORD-522,INV/2025/1522,1703.69,306.66,2010.35,PAID,
INV-0523,ORD-523,INV/2025/1523,1862.37,335.23,2197.6,PAID,
INV-0524,ORD-524,INV/2025/1524,1380.27,248.45,1628.72,PAID,
INV-0525,ORD-525,INV/2025/1525,878.31,158.1,1036.41,PAID,
INV-0526,ORD-526,INV/2025/1526,3766.16,677.91,4444.07,PAID,
INV-0527,ORD-527,INV/2025/1527,506.13,91.1,597.23,PAID,
INV-0528,ORD-528,INV/2025/1528,466.53,83.98,550.51,PAID,
INV-0530,ORD-530,INV/2025/1530,253.39,45.61,299.0,PAID,
INV-0531,ORD-531,INV/2025/1531,253.39,45.61,299.0,PAID,
INV-0532,ORD-532,INV/2025/1532,2491.93,448.55,2940.48,PAID,
INV-0533,ORD-533,INV/2025/1533,778.33,140.1,918.43,PAID,
INV-0534,ORD-534,INV/2025/1534,4643.05,835.75,5478.8,PAID,
INV-0535,ORD-535,INV/2025/1535,718.57,129.34,847.91,PAID,
INV-0536,ORD-536,INV/2025/1536,1759.84,316.77,2076.61,PAID,
INV-0537,ORD-537,INV/2025/1537,435.53,78.4,513.93,PAID,
INV-0538,ORD-538,INV/2025/1538,1069.3,192.47,1261.77,PAID,
INV-0539,ORD-539,INV/2025/1539,8857.52,1594.35,10451.87,PAID,
INV-0540,ORD-540,INV/2025/1540,653.42,117.62,771.04,PAID,
INV-0541,ORD-541,INV/2025/1541,1327.7,238.99,1566.69,PAID,
INV-0542,ORD-542,INV/2025/1542,928.03,167.04,1095.07,PAID,
INV-0543,ORD-543,INV/2025/1543,875.69,157.63,1033.32,PAID,
INV-0544,ORD-544,INV/2025/1544,253.39,45.61,299.0,PAID,
INV-0545,ORD-545,INV/2025/1545,4387.31,789.72,5177.03,PAID,
INV-0546,ORD-546,INV/2025/1546,3884.81,699.26,4584.07,PAID,
INV-0547,ORD-547,INV/2025/1547,1256.91,226.24,1483.15,PAID,
INV-0548,ORD-548,INV/2025/1548,262.18,47.19,309.37,PAID,
INV-0549,ORD-549,INV/2025/1549,1219.81,219.57,1439.38,PAID,
INV-0550,ORD-550,INV/2025/1550,4271.44,768.86,5040.3,PAID,
INV-0551,ORD-551,INV/2025/1551,972.19,175.0,1147.19,PAID,
INV-0552,ORD-552,INV/2025/1552,1595.03,287.11,1882.14,PAID,
INV-0553,ORD-553,INV/2025/1553,1517.2,273.1,1790.3,PAID,
INV-0554,ORD-554,INV/2025/1554,2522.06,453.97,2976.03,PAID,
INV-0555,ORD-555,INV/2025/1555,2945.64,530.22,3475.86,PAID,
INV-0557,ORD-557,INV/2025/1557,2653.45,477.62,3131.07,PAID,
INV-0558,ORD-558,INV/2025/1558,253.39,45.61,299.0,PAID,
INV-0559,ORD-559,INV/2025/1559,1507.78,271.4,1779.18,PAID,
INV-0560,ORD-560,INV/2025/1560,253.39,45.61,299.0,PAID,
INV-0561,ORD-561,INV/2025/1561,6328.63,1139.15,7467.78,PAID,
INV-0562,ORD-562,INV/2025/1562,1652.36,297.43,1949.79,PAID,
INV-0563,ORD-563,INV/2025/1563,612.13,110.18,722.31,PAID,
INV-0564,ORD-564,INV/2025/1564,253.39,45.61,299.0,PAID,
INV-0565,ORD-565,INV/2025/1565,1447.19,260.49,1707.68,PAID,
INV-0566,ORD-566,INV/2025/1566,334.54,60.22,394.76,PAID,
INV-0567,ORD-567,INV/2025/1567,1512.92,272.32,1785.24,PAID,
INV-0568,ORD-568,INV/2025/1568,1031.34,185.64,1216.98,PAID,
INV-0569,ORD-569,INV/2025/1569,982.42,176.83,1159.25,PAID,
INV-0570,ORD-570,INV/2025/1570,298.31,53.69,352.0,PAID,
INV-0571,ORD-571,INV/2025/1571,2676.47,481.77,3158.24,PAID,
INV-0572,ORD-572,INV/2025/1572,800.47,144.08,944.55,PAID,
INV-0573,ORD-573,INV/2025/1573,2013.07,362.35,2375.42,PAID,
INV-0574,ORD-574,INV/2025/1574,294.19,52.95,347.14,PAID,
INV-0575,ORD-575,INV/2025/1575,3092.72,556.69,3649.41,PAID,
INV-0576,ORD-576,INV/2025/1576,688.43,123.92,812.35,PAID,
INV-0577,ORD-577,INV/2025/1577,1423.88,256.3,1680.18,PAID,
INV-0578,ORD-578,INV/2025/1578,630.08,113.41,743.49,PAID,
INV-0579,ORD-579,INV/2025/1579,253.39,45.61,299.0,PAID,
INV-0580,ORD-580,INV/2025/1580,6639.86,1195.17,7835.03,PAID,
INV-0581,ORD-581,INV/2025/1581,1157.17,208.29,1365.46,PAID,
INV-0582,ORD-582,INV/2025/1582,4556.81,820.22,5377.03,PAID,
INV-0583,ORD-583,INV/2025/1583,957.67,172.38,1130.05,PAID,
INV-0584,ORD-584,INV/2025/1584,798.41,143.71,942.12,PAID,
INV-0585,ORD-585,INV/2025/1585,2058.97,370.61,2429.58,PAID,
INV-0586,ORD-586,INV/2025/1586,477.53,85.96,563.49,PAID,
INV-0587,ORD-587,INV/2025/1587,376.03,67.69,443.72,PAID,
INV-0588,ORD-588,INV/2025/1588,652.31,117.42,769.73,PAID,
INV-0589,ORD-589,INV/2025/1589,2702.13,486.38,3188.51,PAID,
INV-0590,ORD-590,INV/2025/1590,520.15,93.63,613.78,PAID,
INV-0591,ORD-591,INV/2025/1591,253.39,45.61,299.0,PAID,
INV-0592,ORD-592,INV/2025/1592,253.39,45.61,299.0,PAID,
INV-0593,ORD-593,INV/2025/1593,5151.24,927.22,6078.46,PAID,
INV-0594,ORD-594,INV/2025/1594,1146.03,206.28,1352.31,PAID,
INV-0595,ORD-595,INV/2025/1595,1685.97,303.47,1989.44,PAID,
INV-0596,ORD-596,INV/2025/1596,943.05,169.75,1112.8,PAID,
INV-0597,ORD-597,INV/2025/1597,3655.03,657.9,4312.93,PAID,
INV-0598,ORD-598,INV/2025/1598,2122.46,382.04,2504.5,PAID,
INV-0599,ORD-599,INV/2025/1599,483.34,87.0,570.34,PAID,
INV-0600,ORD-600,INV/2025/1600,253.39,45.61,299.0,PAID,
INV-0601,ORD-601,INV/2025/1601,319.86,57.58,377.44,PAID,
INV-0602,ORD-602,INV/2025/1602,365.72,65.83,431.55,PAID,
INV-0603,ORD-603,INV/2025/1603,4995.53,899.19,5894.72,PAID,
INV-0604,ORD-604,INV/2025/1604,402.41,72.43,474.84,PAID,
INV-0605,ORD-605,INV/2025/1605,859.31,154.68,1013.99,PAID,
INV-0606,ORD-606,INV/2025/1606,491.99,88.56,580.55,PAID,
INV-0607,ORD-607,INV/2025/1607,1530.43,275.48,1805.91,PAID,
INV-0608,ORD-608,INV/2025/1608,888.2,159.88,1048.08,PAID,
INV-0609,ORD-609,INV/2025/1609,253.39,45.61,299.0,PAID,
INV-0610,ORD-610,INV/2025/1610,2127.45,382.94,2510.39,PAID,
INV-0612,ORD-612,INV/2025/1612,254.71,45.85,300.56,PAID,
INV-0613,ORD-613,INV/2025/1613,2257.36,406.32,2663.68,PAID,
INV-0614,ORD-614,INV/2025/1614,954.26,171.77,1126.03,PAID,
INV-0615,ORD-615,INV/2025/1615,1152.21,207.4,1359.61,PAID,
INV-0616,ORD-616,INV/2025/1616,3444.08,619.94,4064.02,PAID,
INV-0617,ORD-617,INV/2025/1617,4057.41,730.33,4787.74,PAID,
INV-0618,ORD-618,INV/2025/1618,17445.48,3140.19,20585.67,PAID,
INV-0619,ORD-619,INV/2025/1619,3824.17,688.35,4512.52,PAID,
INV-0620,ORD-620,INV/2025/1620,1738.88,313.0,2051.88,PAID,
INV-0621,ORD-621,INV/2025/1621,553.9,99.7,653.6,PAID,
INV-0622,ORD-622,INV/2025/1622,1183.48,213.03,1396.51,PAID,
INV-0623,ORD-623,INV/2025/1623,761.01,136.98,897.99,PAID,
INV-0624,ORD-624,INV/2025/1624,2273.65,409.26,2682.91,PAID,
INV-0625,ORD-625,INV/2025/1625,1343.95,241.91,1585.86,PAID,
INV-0626,ORD-626,INV/2025/1626,739.21,133.06,872.27,PAID,
INV-0627,ORD-627,INV/2025/1627,551.31,99.23,650.54,PAID,
INV-0628,ORD-628,INV/2025/1628,2117.88,381.22,2499.1,PAID,
INV-0629,ORD-629,INV/2025/1629,2088.44,375.92,2464.36,PAID,
INV-0630,ORD-630,INV/2025/1630,711.09,128.0,839.09,PAID,
INV-0631,ORD-631,INV/2025/1631,253.39,45.61,299.0,PAID,
INV-0632,ORD-632,INV/2025/1632,820.48,147.69,968.17,PAID,
INV-0633,ORD-633,INV/2025/1633,1901.51,342.27,2243.78,PAID,
INV-0634,ORD-634,INV/2025/1634,1062.9,191.32,1254.22,PAID,
INV-0636,ORD-636,INV/2025/1636,2006.75,361.22,2367.97,PAID,
INV-0637,ORD-637,INV/2025/1637,2360.19,424.84,2785.03,PAID,
INV-0638,ORD-638,INV/2025/1638,476.04,85.69,561.73,PAID,
INV-0639,ORD-639,INV/2025/1639,1052.62,189.47,1242.09,PAID,
INV-0640,ORD-640,INV/2025/1640,2348.36,422.71,2771.07,PAID,
INV-0641,ORD-641,INV/2025/1641,335.24,60.34,395.58,PAID,
INV-0642,ORD-642,INV/2025/1642,451.12,81.2,532.32,PAID,
INV-0643,ORD-643,INV/2025/1643,672.55,121.06,793.61,PAID,
INV-0644,ORD-644,INV/2025/1644,3513.8,632.48,4146.28,PAID,
INV-0645,ORD-645,INV/2025/1645,6923.4,1246.21,8169.61,PAID,
INV-0646,ORD-646,INV/2025/1646,892.29,160.61,1052.9,PAID,
INV-0647,ORD-647,INV/2025/1647,1410.04,253.81,1663.85,PAID,
INV-0648,ORD-648,INV/2025/1648,565.43,101.78,667.21,PAID,
INV-0649,ORD-649,INV/2025/1649,4113.76,740.48,4854.24,PAID,
INV-0650,ORD-650,INV/2025/1650,253.39,45.61,299.0,PAID,
INV-0651,ORD-651,INV/2025/1651,253.39,45.61,299.0,PAID,
INV-0652,ORD-652,INV/2025/1652,2388.31,429.89,2818.2,PAID,
INV-0653,ORD-653,INV/2025/1653,2388.62,429.95,2818.57,PAID,
INV-0654,ORD-654,INV/2025/1654,664.24,119.56,783.8,PAID,
INV-0655,ORD-655,INV/2025/1655,3436.09,618.5,4054.59,PAID,
INV-0656,ORD-656,INV/2025/1656,446.42,80.35,526.77,PAID,
INV-0657,ORD-657,INV/2025/1657,856.21,154.12,1010.33,PAID,
INV-0658,ORD-658,INV/2025/1658,2328.88,419.2,2748.08,PAID,
INV-0659,ORD-659,INV/2025/1659,268.82,48.39,317.21,PAID,
INV-0660,ORD-660,INV/2025/1660,434.02,78.12,512.14,PAID,
INV-0661,ORD-661,INV/2025/1661,575.77,103.64,679.41,PAID,
INV-0662,ORD-662,INV/2025/1662,621.47,111.87,733.34,PAID,
INV-0663,ORD-663,INV/2025/1663,5657.97,1018.43,6676.4,PAID,
INV-0664,ORD-664,INV/2025/1664,2071.23,372.82,2444.05,PAID,
INV-0665,ORD-665,INV/2025/1665,291.03,52.39,343.42,PAID,
INV-0666,ORD-666,INV/2025/1666,1019.44,183.5,1202.94,PAID,
INV-0667,ORD-667,INV/2025/1667,1142.14,205.59,1347.73,PAID,
INV-0668,ORD-668,INV/2025/1668,831.62,149.69,981.31,PAID,
INV-0669,ORD-669,INV/2025/1669,4594.26,826.97,5421.23,PAID,
INV-0670,ORD-670,INV/2025/1670,259.54,46.72,306.26,PAID,
INV-0671,ORD-671,INV/2025/1671,524.63,94.43,619.06,PAID,
INV-0672,ORD-672,INV/2025/1672,2897.26,521.51,3418.77,PAID,
INV-0673,ORD-673,INV/2025/1673,5902.61,1062.47,6965.08,PAID,
INV-0674,ORD-674,INV/2025/1674,2189.81,394.16,2583.97,PAID,
INV-0675,ORD-675,INV/2025/1675,585.27,105.35,690.62,PAID,
INV-0676,ORD-676,INV/2025/1676,2367.64,426.18,2793.82,PAID,
INV-0677,ORD-677,INV/2025/1677,385.71,69.43,455.14,PAID,
INV-0678,ORD-678,INV/2025/1678,4222.38,760.03,4982.41,PAID,
INV-0679,ORD-679,INV/2025/1679,1176.0,211.68,1387.68,PAID,
INV-0680,ORD-680,INV/2025/1680,2010.49,361.89,2372.38,PAID,
INV-0681,ORD-681,INV/2025/1681,2439.42,439.1,2878.52,PAID,
INV-0682,ORD-682,INV/2025/1682,5285.03,951.3,6236.33,PAID,
INV-0683,ORD-683,INV/2025/1683,253.39,45.61,299.0,PAID,
INV-0684,ORD-684,INV/2025/1684,673.44,121.22,794.66,PAID,
INV-0685,ORD-685,INV/2025/1685,543.31,97.79,641.1,PAID,
INV-0686,ORD-686,INV/2025/1686,1597.57,287.56,1885.13,PAID,
INV-0688,ORD-688,INV/2025/1688,2202.44,396.44,2598.88,PAID,
INV-0689,ORD-689,INV/2025/1689,801.53,144.27,945.8,PAID,
INV-0690,ORD-690,INV/2025/1690,539.67,97.14,636.81,PAID,
INV-0691,ORD-691,INV/2025/1691,1484.02,267.12,1751.14,PAID,
INV-0692,ORD-692,INV/2025/1692,2031.1,365.6,2396.7,PAID,
INV-0693,ORD-693,INV/2025/1693,701.69,126.31,828.0,PAID,
INV-0694,ORD-694,INV/2025/1694,3049.46,548.9,3598.36,PAID,
INV-0695,ORD-695,INV/2025/1695,528.94,95.21,624.15,PAID,
INV-0696,ORD-696,INV/2025/1696,2041.3,367.43,2408.73,PAID,
INV-0697,ORD-697,INV/2025/1697,1591.22,286.42,1877.64,PAID,
INV-0699,ORD-699,INV/2025/1699,253.39,45.61,299.0,PAID,
INV-0700,ORD-700,INV/2025/1700,253.39,45.61,299.0,PAID,
INV-0701,ORD-701,INV/2025/1701,799.42,143.9,943.32,PAID,
INV-0702,ORD-702,INV/2025/1702,980.47,176.49,1156.96,PAID,
INV-0703,ORD-703,INV/2025/1703,2153.81,387.69,2541.5,PAID,
INV-0704,ORD-704,INV/2025/1704,407.42,73.33,480.75,PAID,
INV-0705,ORD-705,INV/2025/1705,1494.89,269.08,1763.97,PAID,
INV-0706,ORD-706,INV/2025/1706,377.08,67.87,444.95,PAID,
INV-0707,ORD-707,INV/2025/1707,5306.1,955.1,6261.2,PAID,
INV-0708,ORD-708,INV/2025/1708,7894.61,1421.03,9315.64,PAID,
INV-0709,ORD-709,INV/2025/1709,253.39,45.61,299.0,PAID,
INV-0710,ORD-710,INV/2025/1710,889.35,160.08,1049.43,PAID,
INV-0711,ORD-711,INV/2025/1711,1212.96,218.33,1431.29,PAID,
INV-0712,ORD-712,INV/2025/1712,4981.48,896.67,5878.15,PAID,
INV-0713,ORD-713,INV/2025/1713,1069.38,192.49,1261.87,PAID,
INV-0714,ORD-714,INV/2025/1714,5718.65,1029.36,6748.01,PAID,
INV-0715,ORD-715,INV/2025/1715,1894.96,341.09,2236.05,PAID,
INV-0716,ORD-716,INV/2025/1716,1259.08,226.64,1485.72,PAID,
INV-0717,ORD-717,INV/2025/1717,328.58,59.14,387.72,PAID,
INV-0718,ORD-718,INV/2025/1718,629.02,113.22,742.24,PAID,
INV-0720,ORD-720,INV/2025/1720,794.9,143.08,937.98,PAID,
INV-0721,ORD-721,INV/2025/1721,733.33,132.0,865.33,PAID,
INV-0722,ORD-722,INV/2025/1722,1134.9,204.28,1339.18,PAID,
INV-0723,ORD-723,INV/2025/1723,2216.31,398.93,2615.24,PAID,
INV-0724,ORD-724,INV/2025/1724,10305.08,1854.92,12160.0,PAID,
INV-0725,ORD-725,INV/2025/1725,2893.8,520.88,3414.68,PAID,
INV-0726,ORD-726,INV/2025/1726,2132.81,383.9,2516.71,PAID,
INV-0727,ORD-727,INV/2025/1727,1713.6,308.45,2022.05,PAID,
INV-0728,ORD-728,INV/2025/1728,2682.78,482.9,3165.68,PAID,
INV-0729,ORD-729,INV/2025/1729,1457.64,262.38,1720.02,PAID,
INV-0730,ORD-730,INV/2025/1730,1855.55,334.0,2189.55,PAID,
