settlement_id,payment_id,amount,fee_deducted,tax_deducted,utr,expected_credit_date,settled_at,status,source
SET-0228,PAY-0228,431.97,8.85,1.59,UTR00000228,2025-01-25,2025-01-26T19:00:00Z,PROCESSED,
SET-0229,PAY-0229,740.44,17.9,3.22,UTR00000229,2025-01-25,2025-01-25T21:44:19Z,PROCESSED,
SET-0230,PAY-0230,725.16,14.09,2.54,UTR00000230,2025-01-26,2025-01-26T01:55:21Z,PROCESSED,
SET-0232,PAY-0232,297.58,1.2,0.22,UTR00000232,2025-01-26,2025-01-26T09:59:03Z,PROCESSED,
SET-0233,PAY-0233,639.74,2.57,0.46,UTR00000233,2025-01-26,2025-01-27T11:39:20Z,PROCESSED,
SET-0234,PAY-0234,1884.22,38.6,6.95,UTR00000234,2025-01-26,2025-01-27T09:00:32Z,PROCESSED,
SET-0235,PAY-0235,1106.91,22.67,4.08,UTR00000235,2025-01-26,2025-01-27T10:17:15Z,PROCESSED,
SET-0237,PAY-0237,3466.16,71.0,12.78,UTR00000237,2025-01-26,2025-01-27T14:05:46Z,PROCESSED,
SET-0239,PAY-0239,1121.56,22.97,4.13,UTR00000239,2025-01-26,2025-01-26T20:51:49Z,PROCESSED,
SET-0240,PAY-0240,806.02,3.24,0.58,UTR00000240,2025-01-26,2025-01-27T18:18:51Z,PROCESSED,
SET-0241,PAY-0241,4380.7,89.73,16.15,UTR00000241,2025-01-26,2025-01-26T20:16:29Z,PROCESSED,
SET-0242,PAY-0242,1338.79,5.38,0.97,UTR00000242,2025-01-27,2025-01-28T04:03:19Z,PROCESSED,
SET-0243,PAY-0243,2465.21,9.91,1.78,UTR00000243,2025-01-27,2025-01-27T03:42:52Z,PROCESSED,
SET-0244,PAY-0244,221.51,1.2,0.22,UTR00000244,2025-01-27,2025-01-28T08:37:00Z,PROCESSED,
SET-0245,PAY-0245,337.81,6.57,1.18,UTR00000245,2025-01-27,2025-01-28T03:43:00Z,PROCESSED,
SET-0246,PAY-0246,458.7,1.84,0.33,UTR00000246,2025-01-27,2025-01-27T11:54:28Z,PROCESSED,
SET-0247,PAY-0247,969.13,18.84,3.39,UTR00000247,2025-01-27,2025-01-27T11:43:53Z,PROCESSED,
SET-0248,PAY-0248,297.12,1.66,0.3,UTR00000248,2025-01-27,2025-01-27T15:45:04Z,PROCESSED,
SET-0249,PAY-0249,10113.87,207.17,37.29,UTR00000249,2025-01-27,2025-01-27T11:49:23Z,PROCESSED,
SET-0250,PAY-0250,527.75,10.81,1.95,UTR00000250,2025-01-27,2025-01-27T13:44:42Z,PROCESSED,
SET-0251,PAY-0251,297.58,1.2,0.22,UTR00000251,2025-01-27,2025-01-27T20:28:46Z,PROCESSED,
SET-0252,PAY-0252,2338.72,47.9,8.62,UTR00000252,2025-01-27,2025-01-28T20:41:54Z,PROCESSED,
SET-0253,PAY-0253,861.29,17.64,3.18,UTR00000253,2025-01-27,2025-01-27T23:16:27Z,PROCESSED,
SET-0254,PAY-0254,5346.71,109.52,19.71,UTR00000254,2025-01-27,2025-01-28T21:40:15Z,PROCESSED,
SET-0255,PAY-0255,2374.15,9.54,1.72,UTR00000255,2025-01-28,2025-01-29T00:28:42Z,PROCESSED,
SET-0256,PAY-0256,2272.31,46.54,8.38,UTR00000256,2025-01-28,2025-01-28T04:46:00Z,PROCESSED,
SET-0257,PAY-0257,291.94,5.98,1.08,UTR00000257,2025-01-28,2025-01-28T09:48:09Z,PROCESSED,
SET-0258,PAY-0258,470.63,3.5,0.63,UTR00000258,2025-01-28,2025-01-28T09:16:51Z,PROCESSED,
SET-0259,PAY-0259,1507.47,12.0,2.16,UTR00000259,2025-01-28,2025-01-29T09:30:32Z,PROCESSED,
SET-0260,PAY-0260,1146.49,23.48,4.23,UTR00000260,2025-01-28,2025-01-29T09:29:00Z,PROCESSED,
SET-0261,PAY-0261,1598.16,31.06,5.59,UTR00000261,2025-01-28,2025-01-29T14:21:43Z,PROCESSED,
SET-0262,PAY-0262,4537.4,92.94,16.73,UTR00000262,2025-01-28,2025-01-29T18:13:32Z,PROCESSED,
SET-0263,PAY-0263,434.0,8.89,1.6,UTR00000263,2025-01-28,2025-01-28T19:53:35Z,PROCESSED,
SET-0264,PAY-0264,162.74,6.67,1.2,UTR00000264,2025-01-28,2025-01-29T21:25:34Z,PROCESSED,
SET-0265,PAY-0265,1204.86,29.12,5.24,UTR00000265,2025-01-28,2025-01-28T18:52:33Z,PROCESSED,
SET-0266,PAY-0266,501.21,10.27,1.85,UTR00000266,2025-01-29,2025-01-30T01:25:55Z,PROCESSED,
SET-0267,PAY-0267,291.94,5.98,1.08,UTR00000267,2025-01-28,2025-01-28T23:40:41Z,PROCESSED,
SET-0268,PAY-0268,2806.79,59.67,10.74,UTR00000268,2025-01-29,2025-01-30T02:22:13Z,PROCESSED,
SET-0269,PAY-0269,227.44,6.81,1.23,UTR00000269,2025-01-29,2025-01-30T06:45:00Z,PROCESSED,
SET-0270,PAY-0270,2393.45,49.03,8.83,UTR00000270,2025-01-29,2025-01-30T08:26:59Z,PROCESSED,
SET-0271,PAY-0271,770.57,23.03,4.15,UTR00000271,2025-01-29,2025-01-29T07:49:52Z,PROCESSED,
SET-0272,PAY-0272,735.79,2.96,0.53,UTR00000272,2025-01-29,2025-01-30T10:19:04Z,PROCESSED,
SET-0273,PAY-0273,1876.41,11.01,1.98,UTR00000273,2025-01-29,2025-01-30T12:56:20Z,PROCESSED,
SET-0274,PAY-0274,1268.83,25.99,4.68,UTR00000274,2025-01-29,2025-01-29T14:14:08Z,PROCESSED,
SET-0275,PAY-0275,297.27,1.51,0.27,UTR00000275,2025-01-29,2025-01-29T13:07:31Z,PROCESSED,
SET-0276,PAY-0276,840.75,3.38,0.61,UTR00000276,2025-01-29,2025-01-30T16:10:41Z,PROCESSED,
SET-0277,PAY-0277,849.85,3.42,0.62,UTR00000277,2025-01-29,2025-01-29T17:51:53Z,PROCESSED,
SET-0278,PAY-0278,840.34,33.8,6.08,UTR00000278,2025-01-29,2025-01-30T18:18:01Z,PROCESSED,
SET-0279,PAY-0279,2461.84,9.89,1.78,UTR00000279,2025-01-29,2025-01-30T22:41:34Z,PROCESSED,
SET-0280,PAY-0280,584.84,18.09,3.26,UTR00000280,2025-01-29,2025-01-30T21:42:17Z,PROCESSED,
SET-0282,PAY-0282,5120.0,110.87,19.96,UTR00000282,2025-01-30,2025-01-31T06:21:03Z,PROCESSED,
SET-0283,PAY-0283,1139.4,22.15,3.99,UTR00000283,2025-01-30,2025-01-31T05:18:05Z,PROCESSED,
SET-0284,PAY-0284,534.86,12.0,2.16,UTR00000284,2025-01-30,2025-01-31T10:27:40Z,PROCESSED,
SET-0285,PAY-0285,297.58,1.2,0.22,UTR00000285,2025-01-30,2025-01-31T09:00:26Z,PROCESSED,
SET-0286,PAY-0286,7742.09,12.0,2.16,UTR00000286,2025-01-30,2025-01-30T08:57:58Z,PROCESSED,
SET-0288,PAY-0288,1568.85,50.51,9.09,UTR00000288,2025-01-30,2025-01-30T19:08:22Z,PROCESSED,
SET-0289,PAY-0289,2862.45,58.63,10.55,UTR00000289,2025-01-30,2025-01-31T20:20:19Z,PROCESSED,
SET-0290,PAY-0290,611.38,19.95,3.59,UTR00000290,2025-01-30,2025-01-31T17:01:41Z,PROCESSED,
SET-0291,PAY-0291,1202.65,31.02,5.58,UTR00000291,2025-01-30,2025-01-30T20:28:26Z,PROCESSED,
SET-0292,PAY-0292,2022.33,41.42,7.46,UTR00000292,2025-01-30,2025-01-30T20:54:05Z,PROCESSED,
SET-0293,PAY-0293,469.28,9.12,1.64,UTR00000293,2025-01-30,2025-01-31T22:28:19Z,PROCESSED,
SET-0295,PAY-0295,769.88,4.65,0.84,UTR00000295,2025-01-31,2025-01-31T04:59:22Z,PROCESSED,
SET-0296,PAY-0296,309.86,6.35,1.14,UTR00000296,2025-01-31,2025-02-01T04:31:28Z,PROCESSED,
SET-0297,PAY-0297,454.93,11.0,1.98,UTR00000297,2025-01-31,2025-02-01T10:27:27Z,PROCESSED,
SET-0298,PAY-0298,746.25,3.0,0.54,UTR00000298,2025-01-31,2025-01-31T09:50:30Z,PROCESSED,
SET-0299,PAY-0299,470.17,12.0,2.16,UTR00000299,2025-01-31,2025-02-01T12:06:29Z,PROCESSED,
SET-0300,PAY-0300,1966.17,40.27,7.25,UTR00000300,2025-01-31,2025-02-01T17:33:38Z,PROCESSED,
SET-0301,PAY-0301,2447.16,92.58,16.66,UTR00000301,2025-01-31,2025-02-01T17:47:15Z,PROCESSED,
SET-0302,PAY-0302,811.22,16.62,2.99,UTR00000302,2025-01-31,2025-01-31T17:13:02Z,PROCESSED,
SET-0303,PAY-0303,1368.52,28.03,5.05,UTR00000303,2025-01-31,2025-02-01T22:04:23Z,PROCESSED,
SET-0304,PAY-0304,527.4,15.22,2.74,UTR00000304,2025-01-31,2025-02-01T20:16:02Z,PROCESSED,
SET-0305,PAY-0305,411.29,7.99,1.44,UTR00000305,2025-02-01,2025-02-02T03:32:41Z,PROCESSED,
SET-0306,PAY-0306,291.94,5.98,1.08,UTR00000306,2025-02-01,2025-02-01T04:03:22Z,PROCESSED,
SET-0307,PAY-0307,2407.61,12.0,2.16,UTR00000307,2025-02-01,2025-02-02T06:00:05Z,PROCESSED,
SET-0308,PAY-0308,291.94,5.98,1.08,UTR00000308,2025-02-01,2025-02-01T06:57:24Z,PROCESSED,
SET-0309,PAY-0309,679.18,12.0,2.16,UTR00000309,2025-02-01,2025-02-02T06:45:51Z,PROCESSED,
SET-0310,PAY-0310,1396.03,5.61,1.01,UTR00000310,2025-02-01,2025-02-02T13:35:31Z,PROCESSED,
SET-0311,PAY-0311,409.21,8.38,1.51,UTR00000311,2025-02-01,2025-02-01T12:39:12Z,PROCESSED,
SET-0312,PAY-0312,1053.78,4.24,0.76,UTR00000312,2025-02-01,2025-02-01T17:35:46Z,PROCESSED,
SET-0313,PAY-0313,175.16,3.59,0.65,UTR00000313,2025-02-01,2025-02-01T15:50:56Z,PROCESSED,
SET-0313-2,PAY-0313-2,116.78,2.39,0.43,UTR00000313B,2025-02-01,2025-02-01T15:50:56Z,PROCESSED,
SET-0314,PAY-0314,2136.09,8.58,1.54,UTR00000314,2025-02-01,2025-02-02T15:46:30Z,PROCESSED,
SET-0315,PAY-0315,1542.47,31.6,5.69,UTR00000315,2025-02-01,2025-02-01T16:47:53Z,PROCESSED,
SET-0316,PAY-0316,5082.38,27.65,4.98,UTR00000316,2025-02-01,2025-02-02T18:43:12Z,PROCESSED,
SET-0317,PAY-0317,762.19,3.06,0.55,UTR00000317,2025-02-02,2025-02-03T01:44:01Z,PROCESSED,
SET-0318,PAY-0318,2432.87,49.83,8.97,UTR00000318,2025-02-02,2025-02-03T01:33:25Z,PROCESSED,
SET-0319,PAY-0319,297.58,1.2,0.22,UTR00000319,2025-02-02,2025-02-02T02:45:22Z,PROCESSED,
SET-0320,PAY-0320,1829.22,37.47,6.74,UTR00000320,2025-02-02,2025-02-02T05:17:04Z,PROCESSED,
SET-0321,PAY-0321,284.84,12.0,2.16,UTR00000321,2025-02-02,2025-02-03T07:04:08Z,PROCESSED,
SET-0322,PAY-0322,932.55,3.75,0.67,UTR00000322,2025-02-02,2025-02-03T09:28:33Z,PROCESSED,
SET-0323,PAY-0323,1047.63,4.21,0.76,UTR00000323,2025-02-02,2025-02-02T14:59:09Z,PROCESSED,
SET-0324,PAY-0324,420.39,8.61,1.55,UTR00000324,2025-02-02,2025-02-02T15:39:25Z,PROCESSED,
SET-0325,PAY-0325,808.78,3.25,0.58,UTR00000325,2025-02-02,2025-02-03T11:24:43Z,PROCESSED,
SET-0326,PAY-0326,145.94,5.98,1.08,UTR00000326,2025-02-02,2025-02-03T18:56:44Z,PROCESSED,
SET-0327,PAY-0327,614.26,12.58,2.26,UTR00000327,2025-02-02,2025-02-02T20:39:44Z,PROCESSED,
SET-0328,PAY-0328,476.91,9.77,1.76,UTR00000328,2025-02-02,2025-02-02T22:29:39Z,PROCESSED,
SET-0329,PAY-0329,534.91,2.15,0.39,UTR00000329,2025-02-02,2025-02-02T19:24:21Z,PROCESSED,
SET-0330,PAY-0330,554.61,3.29,0.59,UTR00000330,2025-02-02,2025-02-03T20:57:36Z,PROCESSED,
SET-0331,PAY-0331,3865.67,15.54,2.8,UTR00000331,2025-02-03,2025-02-03T01:58:15Z,PROCESSED,
SET-0332,PAY-0332,580.19,11.88,2.14,UTR00000332,2025-02-03,2025-02-03T06:49:57Z,PROCESSED,
SET-0333,PAY-0333,2038.71,8.19,1.47,UTR00000333,2025-02-03,2025-02-03T05:11:25Z,PROCESSED,
SET-0334,PAY-0334,5462.94,111.9,20.14,UTR00000334,2025-02-03,2025-02-04T11:17:13Z,PROCESSED,
SET-0335,PAY-0335,6913.46,12.0,2.16,UTR00000335,2025-02-03,2025-02-04T13:44:27Z,PROCESSED,
SET-0336,PAY-0336,357.15,7.32,1.32,UTR00000336,2025-02-03,2025-02-03T08:47:24Z,PROCESSED,
SET-0337,PAY-0337,1356.59,27.79,5.0,UTR00000337,2025-02-03,2025-02-04T11:57:24Z,PROCESSED,
SET-0338,PAY-0338,1328.96,5.34,0.96,UTR00000338,2025-02-03,2025-02-03T13:20:07Z,PROCESSED,
SET-0339,PAY-0339,5431.31,12.0,2.16,UTR00000339,2025-02-03,2025-02-04T15:13:14Z,PROCESSED,
SET-0340,PAY-0340,5817.06,119.15,21.45,UTR00000340,2025-02-03,2025-02-03T20:16:07Z,PROCESSED,
SET-0341,PAY-0341,2162.38,8.69,1.56,UTR00000341,2025-02-03,2025-02-04T21:22:07Z,PROCESSED,
SET-0342,PAY-0342,640.8,13.13,2.36,UTR00000342,2025-02-03,2025-02-04T20:27:32Z,PROCESSED,
SET-0343,PAY-0343,1835.92,12.0,2.16,UTR00000343,2025-02-04,2025-02-05T00:55:15Z,PROCESSED,
SET-0344,PAY-0344,430.13,8.81,1.59,UTR00000344,2025-02-04,2025-02-04T00:38:56Z,PROCESSED,
SET-0345,PAY-0345,2046.33,12.0,2.16,UTR00000345,2025-02-04,2025-02-04T03:24:43Z,PROCESSED,
SET-0347,PAY-0347,5378.94,23.34,4.2,UTR00000347,2025-02-04,2025-02-05T06:56:46Z,PROCESSED,
SET-0348,PAY-0348,1406.77,28.82,5.19,UTR00000348,2025-02-04,2025-02-04T14:31:49Z,PROCESSED,
SET-0349,PAY-0349,448.07,9.18,1.65,UTR00000349,2025-02-04,2025-02-05T09:09:16Z,PROCESSED,
SET-0350,PAY-0350,1528.29,36.94,6.65,UTR00000350,2025-02-04,2025-02-05T14:23:58Z,PROCESSED,
SET-0351,PAY-0351,291.94,5.98,1.08,UTR00000351,2025-02-04,2025-02-05T19:37:08Z,PROCESSED,
SET-0352,PAY-0352,863.93,12.0,2.16,UTR00000352,2025-02-04,2025-02-04T22:00:07Z,PROCESSED,
SET-0353,PAY-0353,2416.98,49.51,8.91,UTR00000353,2025-02-04,2025-02-05T23:51:04Z,PROCESSED,
SET-0354,PAY-0354,6822.1,132.59,23.87,UTR00000354,2025-02-04,2025-02-04T22:58:01Z,PROCESSED,
SET-0355,PAY-0355,11721.69,47.11,8.48,UTR00000355,2025-02-04,2025-02-04T20:44:49Z,PROCESSED,
SET-0356,PAY-0356,3419.47,70.04,12.61,UTR00000356,2025-02-04,2025-02-05T22:12:50Z,PROCESSED,
SET-0358,PAY-0358,1590.38,30.91,5.56,UTR00000358,2025-02-05,2025-02-06T06:28:11Z,PROCESSED,
SET-0359,PAY-0359,817.63,15.89,2.86,UTR00000359,2025-02-05,2025-02-05T11:03:24Z,PROCESSED,
SET-0360,PAY-0360,2452.55,50.24,9.04,UTR00000360,2025-02-05,2025-02-06T05:28:46Z,PROCESSED,
SET-0361,PAY-0361,1043.33,4.19,0.75,UTR00000361,2025-02-05,2025-02-06T08:05:31Z,PROCESSED,
SET-0362,PAY-0362,7373.37,151.03,27.19,UTR00000362,2025-02-05,2025-02-06T16:00:00Z,PROCESSED,
SET-0363,PAY-0363,817.0,4.18,0.75,UTR00000363,2025-02-05,2025-02-06T18:45:50Z,PROCESSED,
SET-0364,PAY-0364,764.13,15.65,2.82,UTR00000364,2025-02-05,2025-02-05T15:05:17Z,PROCESSED,
SET-0366,PAY-0366,3154.16,64.61,11.63,UTR00000366,2025-02-05,2025-02-05T20:25:54Z,PROCESSED,
SET-0367,PAY-0367,958.87,3.85,0.69,UTR00000367,2025-02-05,2025-02-05T23:03:03Z,PROCESSED,
SET-0368,PAY-0368,1415.24,12.0,2.16,UTR00000368,2025-02-06,2025-02-07T00:54:35Z,PROCESSED,
SET-0369,PAY-0369,292.17,12.0,2.16,UTR00000369,2025-02-06,2025-02-07T00:22:19Z,PROCESSED,
SET-0370,PAY-0370,2631.15,10.57,1.9,UTR00000370,2025-02-06,2025-02-07T08:11:39Z,PROCESSED,
SET-0371,PAY-0371,2564.67,12.0,2.16,UTR00000371,2025-02-06,2025-02-07T05:52:21Z,PROCESSED,
SET-0372,PAY-0372,741.58,2.98,0.54,UTR00000372,2025-02-06,2025-02-07T04:39:13Z,PROCESSED,
SET-0373,PAY-0373,291.94,5.98,1.08,UTR00000373,2025-02-06,2025-02-06T07:30:58Z,PROCESSED,
SET-0374,PAY-0374,292.3,5.68,1.02,UTR00000374,2025-02-06,2025-02-07T11:21:55Z,PROCESSED,
SET-0375,PAY-0375,1305.69,25.38,4.57,UTR00000375,2025-02-06,2025-02-06T09:49:59Z,PROCESSED,
SET-0376,PAY-0376,1284.22,5.16,0.93,UTR00000376,2025-02-06,2025-02-07T15:15:55Z,PROCESSED,
SET-0377,PAY-0377,1109.03,22.72,4.09,UTR00000377,2025-02-06,2025-02-06T16:01:24Z,PROCESSED,
SET-0378,PAY-0378,291.94,5.98,1.08,UTR00000378,2025-02-06,2025-02-07T22:38:39Z,PROCESSED,
SET-0379,PAY-0379,1101.84,22.57,4.06,UTR00000379,2025-02-07,2025-02-08T00:33:06Z,PROCESSED,
SET-0380,PAY-0380,4633.55,94.91,17.08,UTR00000380,2025-02-06,2025-02-06T23:26:40Z,PROCESSED,
SET-0381,PAY-0381,9520.97,443.38,79.81,UTR00000381,2025-02-06,2025-02-07T23:47:51Z,PROCESSED,
SET-0382,PAY-0382,173.15,5.68,1.02,UTR00000382,2025-02-07,2025-02-07T02:56:57Z,PROCESSED,
SET-0383,PAY-0383,1791.18,7.2,1.3,UTR00000383,2025-02-07,2025-02-08T07:20:14Z,PROCESSED,
SET-0384,PAY-0384,5942.8,121.73,21.91,UTR00000384,2025-02-07,2025-02-07T09:32:38Z,PROCESSED,
SET-0385,PAY-0385,1418.19,47.04,8.47,UTR00000385,2025-02-07,2025-02-08T11:55:23Z,PROCESSED,
SET-0386,PAY-0386,1687.3,40.78,7.34,UTR00000386,2025-02-07,2025-02-07T11:44:57Z,PROCESSED,
SET-0387,PAY-0387,1324.62,5.32,0.96,UTR00000387,2025-02-07,2025-02-08T14:36:46Z,PROCESSED,
SET-0388,PAY-0388,1212.96,29.79,5.36,UTR00000388,2025-02-07,2025-02-07T17:01:31Z,PROCESSED,
SET-0389,PAY-0389,449.47,9.21,1.66,UTR00000389,2025-02-07,2025-02-07T16:48:50Z,PROCESSED,
SET-0390,PAY-0390,3247.96,66.53,11.98,UTR00000390,2025-02-07,2025-02-08T15:41:28Z,PROCESSED,
SET-0391,PAY-0391,621.04,18.13,3.26,UTR00000391,2025-02-07,2025-02-08T17:54:30Z,PROCESSED,
SET-0392,PAY-0392,176.19,1.2,0.22,UTR00000392,2025-02-07,2025-02-07T20:46:43Z,PROCESSED,
SET-0393,PAY-0393,284.84,12.0,2.16,UTR00000393,2025-02-07,2025-02-08T21:57:26Z,PROCESSED,
SET-0394,PAY-0394,1182.73,24.23,4.36,UTR00000394,2025-02-07,2025-02-07T22:24:21Z,PROCESSED,
SET-0395,PAY-0395,1930.48,12.0,2.16,UTR00000395,2025-02-08,2025-02-08T05:02:36Z,PROCESSED,
SET-0396,PAY-0396,2015.59,8.1,1.46,UTR00000396,2025-02-08,2025-02-09T08:21:58Z,PROCESSED,
SET-0398,PAY-0398,458.65,9.39,1.69,UTR00000398,2025-02-08,2025-02-08T06:01:12Z,PROCESSED,
SET-0399,PAY-0399,332.82,1.74,0.31,UTR00000399,2025-02-08,2025-02-09T14:10:17Z,PROCESSED,
SET-0400,PAY-0400,4858.54,19.53,3.52,UTR00000400,2025-02-08,2025-02-09T12:06:56Z,PROCESSED,
SET-0401,PAY-0401,3176.33,12.77,2.3,UTR00000401,2025-02-08,2025-02-08T11:40:45Z,PROCESSED,
SET-0402,PAY-0402,284.84,12.0,2.16,UTR00000402,2025-02-08,2025-02-08T13:30:48Z,PROCESSED,
SET-0403,PAY-0403,559.69,11.73,2.11,UTR00000403,2025-02-08,2025-02-09T20:16:19Z,PROCESSED,
SET-0404,PAY-0404,592.57,12.0,2.16,UTR00000404,2025-02-08,2025-02-09T21:11:33Z,PROCESSED,
SET-0405,PAY-0405,520.07,19.27,3.47,UTR00000405,2025-02-08,2025-02-08T23:19:39Z,PROCESSED,
SET-0406,PAY-0406,499.49,12.07,2.17,UTR00000406,2025-02-09,2025-02-10T04:24:36Z,PROCESSED,
SET-0407,PAY-0407,325.35,6.66,1.2,UTR00000407,2025-02-09,2025-02-10T03:22:50Z,PROCESSED,
SET-0408,PAY-0408,767.75,12.0,2.16,UTR00000408,2025-02-09,2025-02-09T01:52:38Z,PROCESSED,
SET-0409,PAY-0409,1653.38,33.87,6.1,UTR00000409,2025-02-09,2025-02-10T02:51:35Z,PROCESSED,
SET-0410,PAY-0410,4507.09,108.94,19.61,UTR00000410,2025-02-09,2025-02-10T08:51:44Z,PROCESSED,
SET-0412,PAY-0412,575.31,12.0,2.16,UTR00000412,2025-02-09,2025-02-10T15:47:05Z,PROCESSED,
SET-0413,PAY-0413,2043.29,8.21,1.48,UTR00000413,2025-02-09,2025-02-10T11:37:31Z,PROCESSED,
SET-0414,PAY-0414,291.94,5.98,1.08,UTR00000414,2025-02-09,2025-02-10T12:27:19Z,PROCESSED,
SET-0415,PAY-0415,1567.28,30.46,5.48,UTR00000415,2025-02-09,2025-02-10T19:08:45Z,PROCESSED,
SET-0415-2,PAY-0415-2,1044.85,20.31,3.66,UTR00000415B,2025-02-09,2025-02-09T19:08:45Z,PROCESSED,
SET-0416,PAY-0416,693.85,14.21,2.56,UTR00000416,2025-02-09,2025-02-09T16:14:45Z,PROCESSED,
SET-0417,PAY-0417,516.88,2.08,0.37,UTR00000417,2025-02-09,2025-02-10T23:40:16Z,PROCESSED,
SET-0418,PAY-0418,560.9,11.49,2.07,UTR00000418,2025-02-10,2025-02-10T03:16:04Z,PROCESSED,
SET-0419,PAY-0419,328.54,1.32,0.24,UTR00000419,2025-02-09,2025-02-10T23:27:43Z,PROCESSED,
SET-0420,PAY-0420,1219.65,23.7,4.27,UTR00000420,2025-02-10,2025-02-11T02:53:39Z,PROCESSED,
SET-0421,PAY-0421,2372.13,48.59,8.75,UTR00000421,2025-02-10,2025-02-10T02:12:29Z,PROCESSED,
SET-0422,PAY-0422,1081.63,22.16,3.99,UTR00000422,2025-02-10,2025-02-11T08:12:01Z,PROCESSED,
SET-0423,PAY-0423,297.58,1.2,0.22,UTR00000423,2025-02-10,2025-02-11T07:09:13Z,PROCESSED,
SET-0424,PAY-0424,284.84,12.0,2.16,UTR00000424,2025-02-10,2025-02-10T12:04:48Z,PROCESSED,
SET-0425,PAY-0425,6705.83,12.0,2.16,UTR00000425,2025-02-10,2025-02-10T14:07:12Z,PROCESSED,
SET-0426,PAY-0426,2509.19,12.0,2.16,UTR00000426,2025-02-10,2025-02-10T10:58:05Z,PROCESSED,
SET-0427,PAY-0427,2538.08,51.99,9.36,UTR00000427,2025-02-10,2025-02-10T18:08:31Z,PROCESSED,
SET-0428,PAY-0428,1904.6,7.74,1.39,UTR00000428,2025-02-10,2025-02-11T15:08:54Z,PROCESSED,
SET-0429,PAY-0429,4239.23,17.04,3.07,UTR00000429,2025-02-10,2025-02-11T20:06:58Z,PROCESSED,
SET-0430,PAY-0430,579.78,11.88,2.14,UTR00000430,2025-02-11,2025-02-12T00:10:53Z,PROCESSED,
SET-0431,PAY-0431,578.67,11.85,2.13,UTR00000431,2025-02-11,2025-02-11T01:24:30Z,PROCESSED,
SET-0432,PAY-0432,284.84,12.0,2.16,UTR00000432,2025-02-11,2025-02-12T03:08:19Z,PROCESSED,
SET-0433,PAY-0433,878.2,12.0,2.16,UTR00000433,2025-02-11,2025-02-12T04:39:00Z,PROCESSED,
SET-0434,PAY-0434,2248.85,54.36,9.78,UTR00000434,2025-02-11,2025-02-11T04:40:09Z,PROCESSED,
SET-0435,PAY-0435,2125.42,13.12,2.36,UTR00000435,2025-02-11,2025-02-11T06:03:39Z,PROCESSED,
SET-0436,PAY-0436,1584.91,32.46,5.84,UTR00000436,2025-02-11,2025-02-12T07:26:41Z,PROCESSED,
SET-0437,PAY-0437,2632.72,14.94,2.69,UTR00000437,2025-02-11,2025-02-11T13:34:45Z,PROCESSED,
SET-0438,PAY-0438,289.24,8.68,1.56,UTR00000438,2025-02-11,2025-02-11T15:54:00Z,PROCESSED,
SET-0439,PAY-0439,1955.31,7.86,1.41,UTR00000439,2025-02-11,2025-02-12T14:08:20Z,PROCESSED,
SET-0440,PAY-0440,3393.64,13.64,2.46,UTR00000440,2025-02-11,2025-02-11T15:20:58Z,PROCESSED,
SET-0441,PAY-0441,1835.21,37.59,6.77,UTR00000441,2025-02-11,2025-02-11T17:29:33Z,PROCESSED,
SET-0442,PAY-0442,886.63,18.16,3.27,UTR00000442,2025-02-11,2025-02-12T20:34:31Z,PROCESSED,
SET-0443,PAY-0443,535.49,2.72,0.49,UTR00000443,2025-02-11,2025-02-11T20:03:43Z,PROCESSED,
SET-0444,PAY-0444,1953.6,12.0,2.16,UTR00000444,2025-02-12,2025-02-12T02:52:56Z,PROCESSED,
SET-0445,PAY-0445,624.49,12.79,2.3,UTR00000445,2025-02-12,2025-02-12T04:32:31Z,PROCESSED,
SET-0446,PAY-0446,751.47,15.39,2.77,UTR00000446,2025-02-12,2025-02-13T03:17:42Z,PROCESSED,
SET-0447,PAY-0447,744.48,15.25,2.75,UTR00000447,2025-02-12,2025-02-12T06:37:26Z,PROCESSED,
SET-0448,PAY-0448,717.33,14.69,2.64,UTR00000448,2025-02-12,2025-02-12T07:14:17Z,PROCESSED,
SET-0449,PAY-0449,400.23,12.0,2.16,UTR00000449,2025-02-12,2025-02-12T13:06:06Z,PROCESSED,
SET-0450,PAY-0450,861.23,12.0,2.16,UTR00000450,2025-02-12,2025-02-12T08:48:59Z,PROCESSED,
SET-0451,PAY-0451,2780.51,112.55,20.26,UTR00000451,2025-02-12,2025-02-13T10:08:19Z,PROCESSED,
SET-0452,PAY-0452,2826.91,57.9,10.42,UTR00000452,2025-02-12,2025-02-12T16:07:24Z,PROCESSED,
SET-0453,PAY-0453,702.55,14.39,2.59,UTR00000453,2025-02-12,2025-02-12T19:30:13Z,PROCESSED,
SET-0454,PAY-0454,1230.92,25.21,4.54,UTR00000454,2025-02-12,2025-02-12T20:52:19Z,PROCESSED,
SET-0455,PAY-0455,2769.65,56.73,10.21,UTR00000455,2025-02-12,2025-02-12T18:33:20Z,PROCESSED,
SET-0456,PAY-0456,798.54,3.21,0.58,UTR00000456,2025-02-12,2025-02-12T20:12:36Z,PROCESSED,
SET-0457,PAY-0457,555.12,2.23,0.4,UTR00000457,2025-02-13,2025-02-13T02:20:06Z,PROCESSED,
SET-0458,PAY-0458,1091.25,4.57,0.82,UTR00000458,2025-02-13,2025-02-14T01:16:45Z,PROCESSED,
SET-0459,PAY-0459,290.7,7.03,1.27,UTR00000459,2025-02-13,2025-02-14T05:50:30Z,PROCESSED,
