payment_id,order_id,gateway_payment_id,amount,method,status,currency,captured_at,settled,source
PAY-0226,ORD-226,pay_000226axkkkkkkkkkk,3340.9,UPI,CAPTURED,,2025-01-22T18:05:38Z,,
PAY-0227,ORD-227,pay_000227axkkkkkkkkkk,1466.06,UPI,CAPTURED,,2025-01-22T21:41:19Z,,
PAY-0228,ORD-228,pay_000228axkkkkkkkkkk,442.41,CARD,CAPTURED,,2025-01-22T19:05:00Z,,
PAY-0229,ORD-229,pay_000229axkkkkkkk,761.56,EMI,CAPTURED,,2025-01-22T21:50:19Z,,
PAY-0230,ORD-230,pay_000230axkkkkkkk,741.79,WALLET,CAPTURED,,2025-01-23T02:01:21Z,,
PAY-0231,ORD-231,pay_000231axkkkkkkkk,1283.29,CARD,CAPTURED,,2025-01-23T08:41:52Z,,
PAY-0232,ORD-232,pay_000232axkkkkk,299.0,UPI,CAPTURED,,2025-01-23T10:12:03Z,,
PAY-0233,ORD-233,pay_000233axkkkkk,642.77,UPI,CAPTURED,,2025-01-23T11:52:20Z,,
PAY-0234,ORD-234,pay_000234axkkkkkkkk,1929.77,CARD,CAPTURED,,2025-01-23T09:06:32Z,,
PAY-0235,ORD-235,pay_000235axkkkkkkkkkk,1133.66,CARD,CAPTURED,,2025-01-23T10:20:15Z,,
PAY-0237,ORD-237,pay_000237axkkkkkkkkk,3549.94,CARD,CAPTURED,,2025-01-23T14:18:46Z,,
PAY-0238,ORD-238,pay_000238axkkkkkkk,1592.88,CARD,CAPTURED,,2025-01-23T21:59:36Z,,
PAY-0239,ORD-239,pay_000239axkkkkkkk,1148.66,CARD,CAPTURED,,2025-01-23T21:08:49Z,,
PAY-0240,ORD-240,pay_000240axkkkkkkkk,809.84,UPI,CAPTURED,,2025-01-23T18:37:51Z,,
PAY-0241,ORD-241,pay_000241axkkkkkkkkk,4486.58,CARD,CAPTURED,,2025-01-23T20:20:29Z,,
PAY-0242,ORD-242,pay_000242axkkkkkkkkk,1345.14,UPI,CAPTURED,,2025-01-24T04:17:19Z,,
PAY-0243,ORD-243,pay_000243axkkkk,2476.9,UPI,CAPTURED,,2025-01-24T03:53:52Z,,
PAY-0244,ORD-244,pay_000244axkkkkkkkkkk,299.0,UPI,CAPTURED,,2025-01-24T08:55:00Z,,
PAY-0245,ORD-245,pay_000245axkkkkkkkk,345.56,WALLET,CAPTURED,,2025-01-24T04:00:00Z,,
PAY-0246,ORD-246,pay_000246axkkkkkkkkkk,460.87,UPI,CAPTURED,,2025-01-24T12:13:28Z,,
PAY-0247,ORD-247,pay_000247axkkkkk,991.36,WALLET,CAPTURED,,2025-01-24T11:47:53Z,,
PAY-0248,ORD-248,pay_000248axkkkkkkkkk,299.0,UPI,CAPTURED,,2025-01-24T15:51:04Z,,
PAY-0249,ORD-249,pay_000249axkkkkkkkkkk,10358.33,CARD,CAPTURED,,2025-01-24T12:00:23Z,,
PAY-0250,ORD-250,pay_000250axkkkkkkkk,540.51,CARD,CAPTURED,,2025-01-24T13:51:42Z,,
PAY-0251,ORD-251,pay_000251axkkkkkk,299.0,UPI,CAPTURED,,2025-01-24T20:30:46Z,,
PAY-0252,ORD-252,pay_000252axkkkkkkkk,2395.24,CARD,CAPTURED,,2025-01-24T20:51:54Z,,
PAY-0253,ORD-253,pay_000253axkkkkk,882.11,CARD,CAPTURED,,2025-01-24T23:30:27Z,,
PAY-0254,ORD-254,pay_000254axkkkk,5475.94,CARD,CAPTURED,,2025-01-24T21:57:15Z,,
PAY-0255,ORD-255,pay_000255axkkkkkkk,2385.41,UPI,CAPTURED,,2025-01-25T00:33:42Z,,
PAY-0256,ORD-256,pay_000256axkkkkkkkk,2327.23,CARD,CAPTURED,,2025-01-25T04:58:00Z,,
PAY-0257,ORD-257,pay_000257axkkkkkkkkk,299.0,CARD,CAPTURED,,2025-01-25T09:50:09Z,,
PAY-0258,ORD-258,pay_000258axkkkkk,874.05,UPI,CAPTURED,,2025-01-25T09:26:51Z,,
PAY-0259,ORD-259,pay_000259axkkkkk,1521.63,NETBANKING,CAPTURED,,2025-01-25T09:49:32Z,,
PAY-0260,ORD-260,pay_000260axkkkkkkkkk,1174.2,CARD,CAPTURED,,2025-01-25T09:49:00Z,,
PAY-0261,ORD-261,pay_000261axkkkkkk,1634.81,WALLET,CAPTURED,,2025-01-25T14:30:43Z,,
PAY-0262,ORD-262,pay_000262axkkkkk,4647.07,CARD,CAPTURED,,2025-01-25T18:26:32Z,,
PAY-0263,ORD-263,pay_000263axkkkkkk,444.49,CARD,CAPTURED,,2025-01-25T20:07:35Z,,
PAY-0264,ORD-264,pay_000264axkkkk,333.63,CARD,CAPTURED,,2025-01-25T21:34:34Z,,
PAY-0265,ORD-265,pay_000265axkkkkkkkkk,1239.22,EMI,CAPTURED,,2025-01-25T19:09:33Z,,
PAY-0266,ORD-266,pay_000266axkkkkk,513.33,CARD,CAPTURED,,2025-01-26T01:36:55Z,,
PAY-0267,ORD-267,pay_000267axkkkkkkkk,299.0,CARD,CAPTURED,,2025-01-25T23:48:41Z,,
PAY-0268,ORD-268,pay_000268axkkkkkkkk,2983.39,CARD,CAPTURED,,2025-01-26T02:26:13Z,,
PAY-0269,ORD-269,pay_000269axkkkkkkkkk,340.7,CARD,CAPTURED,,2025-01-26T06:48:00Z,,
PAY-0270,ORD-270,pay_000270axkkkkkkkkkk,2451.31,CARD,CAPTURED,,2025-01-26T08:34:59Z,,
PAY-0271,ORD-271,pay_000271axkkkkkkk,1151.69,CARD,CAPTURED,,2025-01-26T07:57:52Z,,
PAY-0272,ORD-272,pay_000272axkkkkkkkkk,739.28,UPI,CAPTURED,,2025-01-26T10:29:04Z,,
PAY-0273,ORD-273,pay_000273axkkkkkk,1888.78,UPI,CAPTURED,,2025-01-26T13:15:20Z,,
PAY-0274,ORD-274,pay_000274axkkkkkkkk,1299.5,CARD,CAPTURED,,2025-01-26T14:18:08Z,,
PAY-0275,ORD-275,pay_000275axkkkkkkkkkk,299.0,UPI,CAPTURED,,2025-01-26T13:20:31Z,,
PAY-0276,ORD-276,pay_000276axkkkkkkkkk,844.74,UPI,CAPTURED,,2025-01-26T16:28:41Z,,
PAY-0277,ORD-277,pay_000277axkkkkk,853.89,UPI,CAPTURED,,2025-01-26T18:00:53Z,,
PAY-0278,ORD-278,pay_000278axkkkkkkkkk,1438.1,EMI,CAPTURED,,2025-01-26T18:23:01Z,,
PAY-0279,ORD-279,pay_000279axkkkkkk,2473.51,UPI,CAPTURED,,2025-01-26T22:43:34Z,,
PAY-0280,ORD-280,pay_000280axkkkkk,605.11,CARD,CAPTURED,,2025-01-26T22:02:17Z,,
PAY-0282,ORD-282,pay_000282axkkkkk,5543.45,CARD,CAPTURED,,2025-01-27T06:36:03Z,,
PAY-0283,ORD-283,pay_000283axkkkkkkkk,1165.54,WALLET,CAPTURED,,2025-01-27T05:28:05Z,,
PAY-0284,ORD-284,pay_000284axkkkkkkkk,549.02,NETBANKING,CAPTURED,,2025-01-27T10:35:40Z,,
PAY-0285,ORD-285,pay_000285axkkkk,299.0,UPI,CAPTURED,,2025-01-27T09:10:26Z,,
PAY-0286,ORD-286,pay_000286axkkkkkkkkkk,7756.25,NETBANKING,CAPTURED,,2025-01-27T09:00:58Z,,
PAY-0288,ORD-288,pay_000288axkkkkk,1625.21,CARD,CAPTURED,,2025-01-27T19:11:22Z,,
PAY-0289,ORD-289,pay_000289axkkkk,2931.63,CARD,CAPTURED,,2025-01-27T20:30:19Z,,
PAY-0290,ORD-290,pay_000290axkkkk,1050.25,WALLET,CAPTURED,,2025-01-27T17:15:41Z,,
PAY-0291,ORD-291,pay_000291axkkkkkkkkk,1238.13,CARD,CAPTURED,,2025-01-27T20:46:26Z,,
PAY-0292,ORD-292,pay_000292axkkkkkkkk,2071.21,CARD,CAPTURED,,2025-01-27T21:01:05Z,,
PAY-0293,ORD-293,pay_000293axkkkkkkkkk,480.04,WALLET,CAPTURED,,2025-01-27T22:46:19Z,,
PAY-0294,ORD-294,pay_000294axkkkkkkkkk,318.24,CARD,CAPTURED,,2025-01-28T08:11:30Z,,
PAY-0295,ORD-295,pay_000295axkkkk,1162.92,UPI,CAPTURED,,2025-01-28T05:19:22Z,,
PAY-0296,ORD-296,pay_000296axkkkkkk,317.35,CARD,CAPTURED,,2025-01-28T04:36:28Z,,
PAY-0297,ORD-297,pay_000297axkkkkkkk,467.91,EMI,CAPTURED,,2025-01-28T10:43:27Z,,
PAY-0298,ORD-298,pay_000298axkkkk,749.79,UPI,CAPTURED,,2025-01-28T10:01:30Z,,
PAY-0299,ORD-299,pay_000299axkkkkkkkkkk,674.48,NETBANKING,CAPTURED,,2025-01-28T12:10:29Z,,
PAY-0300,ORD-300,pay_000300axkkkk,2013.69,CARD,CAPTURED,,2025-01-28T17:52:38Z,,
PAY-0301,ORD-301,pay_000301axkkkkkk,4628.79,CARD,CAPTURED,,2025-01-28T18:04:15Z,,
PAY-0302,ORD-302,pay_000302axkkkkkkkkkk,830.83,CARD,CAPTURED,,2025-01-28T17:29:02Z,,
PAY-0303,ORD-303,pay_000303axkkkkkkkk,1401.6,CARD,CAPTURED,,2025-01-28T22:19:23Z,,
PAY-0304,ORD-304,pay_000304axkkkk,544.58,CARD,CAPTURED,,2025-01-28T20:17:02Z,,
PAY-0305,ORD-305,pay_000305axkkkkk,420.72,WALLET,CAPTURED,,2025-01-29T03:45:41Z,,
PAY-0306,ORD-306,pay_000306axkkkkkkk,299.0,CARD,CAPTURED,,2025-01-29T04:19:22Z,,
PAY-0307,ORD-307,pay_000307axkkkkkkkk,2421.77,NETBANKING,CAPTURED,,2025-01-29T06:05:05Z,,
PAY-0308,ORD-308,pay_000308axkkkkkkk,299.0,CARD,CAPTURED,,2025-01-29T06:58:24Z,,
PAY-0309,ORD-309,pay_000309axkkkkkk,693.34,NETBANKING,CAPTURED,,2025-01-29T06:53:51Z,,
PAY-0310,ORD-310,pay_000310axkkkkkk,1402.65,UPI,CAPTURED,,2025-01-29T13:47:31Z,,
PAY-0311,ORD-311,pay_000311axkkkkkkkk,419.1,CARD,CAPTURED,,2025-01-29T12:48:12Z,,
PAY-0312,ORD-312,pay_000312axkkkkkkkkk,1058.78,UPI,CAPTURED,,2025-01-29T17:50:46Z,,
PAY-0313,ORD-313,pay_000313axkkkkkkkkk,179.4,CARD,CAPTURED,,2025-01-29T16:04:56Z,,
PAY-0313-2,ORD-313,pay_000313bxkkkk,119.6,CARD,CAPTURED,,2025-01-29T16:02:56Z,,
PAY-0314,ORD-314,pay_000314axkkkk,2146.21,UPI,CAPTURED,,2025-01-29T15:51:30Z,,
PAY-0315,ORD-315,pay_000315axkkkkkk,1579.76,CARD,CAPTURED,,2025-01-29T16:49:53Z,,
PAY-0316,ORD-316,pay_000316axkkkkkkk,6913.31,UPI,CAPTURED,,2025-01-29T18:52:12Z,,
PAY-0317,ORD-317,pay_000317axkkkkkkkkk,765.8,UPI,CAPTURED,,2025-01-30T01:49:01Z,,
PAY-0318,ORD-318,pay_000318axkkkkkkkkkk,2491.67,CARD,CAPTURED,,2025-01-30T01:46:25Z,,
PAY-0319,ORD-319,pay_000319axkkkk,299.0,UPI,CAPTURED,,2025-01-30T02:46:22Z,,
PAY-0320,ORD-320,pay_000320axkkkkkkkk,1873.43,CARD,CAPTURED,,2025-01-30T05:18:04Z,,
PAY-0321,ORD-321,pay_000321axkkkkkkkkkk,299.0,NETBANKING,CAPTURED,,2025-01-30T07:15:08Z,,
PAY-0322,ORD-322,pay_000322axkkkkkkkkk,936.97,UPI,CAPTURED,,2025-01-30T09:29:33Z,,
PAY-0323,ORD-323,pay_000323axkkkkkk,1052.6,UPI,CAPTURED,,2025-01-30T15:15:09Z,,
PAY-0324,ORD-324,pay_000324axkkkkk,430.55,CARD,CAPTURED,,2025-01-30T15:59:25Z,,
PAY-0325,ORD-325,pay_000325axkkkkk,812.61,UPI,CAPTURED,,2025-01-30T11:32:43Z,,
PAY-0326,ORD-326,pay_000326axkkkkkkkkkk,299.0,CARD,CAPTURED,,2025-01-30T19:05:44Z,,
PAY-0327,ORD-327,pay_000327axkkkkkkkkk,629.1,CARD,CAPTURED,,2025-01-30T20:43:44Z,,
PAY-0328,ORD-328,pay_000328axkkkkkkkkkk,488.44,CARD,CAPTURED,,2025-01-30T22:48:39Z,,
PAY-0329,ORD-329,pay_000329axkkkkk,537.45,UPI,CAPTURED,,2025-01-30T19:37:21Z,,
PAY-0330,ORD-330,pay_000330axkkkkk,558.3,UPI,CAPTURED,,2025-01-30T21:02:36Z,,
PAY-0331,ORD-331,pay_000331axkkkkk,3884.01,UPI,CAPTURED,,2025-01-31T02:01:15Z,,
PAY-0332,ORD-332,pay_000332axkkkkkkkk,594.21,CARD,CAPTURED,,2025-01-31T06:59:57Z,,
PAY-0333,ORD-333,pay_000333axkkkkkkk,2048.37,UPI,CAPTURED,,2025-01-31T05:27:25Z,,
PAY-0334,ORD-334,pay_000334axkkkkkkkkk,5594.98,CARD,CAPTURED,,2025-01-31T11:19:13Z,,
PAY-0335,ORD-335,pay_000335axkkkkkk,6927.62,NETBANKING,CAPTURED,,2025-01-31T13:53:27Z,,
PAY-0336,ORD-336,pay_000336axkkkkk,365.79,CARD,CAPTURED,,2025-01-31T08:58:24Z,,
PAY-0337,ORD-337,pay_000337axkkkk,1389.38,CARD,CAPTURED,,2025-01-31T11:59:24Z,,
PAY-0338,ORD-338,pay_000338axkkkkkkk,1335.26,UPI,CAPTURED,,2025-01-31T13:29:07Z,,
PAY-0339,ORD-339,pay_000339axkkkkkk,5445.47,NETBANKING,CAPTURED,,2025-01-31T15:29:14Z,,
PAY-0340,ORD-340,pay_000340axkkkk,5957.66,CARD,CAPTURED,,2025-01-31T20:20:07Z,,
PAY-0341,ORD-341,pay_000341axkkkkkkkkkk,2172.63,UPI,CAPTURED,,2025-01-31T21:27:07Z,,
PAY-0342,ORD-342,pay_000342axkkkkkkkkkk,656.29,CARD,CAPTURED,,2025-01-31T20:39:32Z,,
PAY-0343,ORD-343,pay_000343axkkkkkk,1850.08,NETBANKING,CAPTURED,,2025-02-01T01:02:15Z,,
PAY-0344,ORD-344,pay_000344axkkkk,440.53,CARD,CAPTURED,,2025-02-01T00:43:56Z,,
PAY-0345,ORD-345,pay_000345axkkkkkkkkk,2095.91,NETBANKING,CAPTURED,,2025-02-01T03:31:43Z,,
PAY-0346,ORD-346,pay_000346axkkkk,2108.51,CARD,CAPTURED,,2025-02-01T07:02:08Z,,
PAY-0347,ORD-347,pay_000347axkkkkkkkk,5835.83,UPI,CAPTURED,,2025-02-01T07:07:46Z,,
PAY-0348,ORD-348,pay_000348axkkkkkkkkkk,1440.78,CARD,CAPTURED,,2025-02-01T14:38:49Z,,
PAY-0349,ORD-349,pay_000349axkkkkk,458.9,CARD,CAPTURED,,2025-02-01T09:23:16Z,,
PAY-0350,ORD-350,pay_000350axkkkkkkkkkk,1571.88,EMI,CAPTURED,,2025-02-01T14:41:58Z,,
PAY-0351,ORD-351,pay_000351axkkkkkkk,299.0,CARD,CAPTURED,,2025-02-01T19:41:08Z,,
PAY-0352,ORD-352,pay_000352axkkkkkkk,878.09,NETBANKING,CAPTURED,,2025-02-01T22:17:07Z,,
PAY-0353,ORD-353,pay_000353axkkkkkk,2475.4,CARD,CAPTURED,,2025-02-01T23:56:04Z,,
PAY-0354,ORD-354,pay_000354axkkkkkkkk,6978.56,WALLET,CAPTURED,,2025-02-01T23:00:01Z,,
PAY-0355,ORD-355,pay_000355axkkkkkkk,11777.28,UPI,CAPTURED,,2025-02-01T21:00:49Z,,
PAY-0356,ORD-356,pay_000356axkkkkkkkkkk,3502.12,CARD,CAPTURED,,2025-02-01T22:29:50Z,,
PAY-0358,ORD-358,pay_000358axkkkkkkk,1626.85,WALLET,CAPTURED,,2025-02-02T06:41:11Z,,
PAY-0359,ORD-359,pay_000359axkkkk,836.38,WALLET,CAPTURED,,2025-02-02T11:09:24Z,,
PAY-0360,ORD-360,pay_000360axkkkk,2511.83,CARD,CAPTURED,,2025-02-02T05:45:46Z,,
PAY-0361,ORD-361,pay_000361axkkkkkkkkk,1048.27,UPI,CAPTURED,,2025-02-02T08:22:31Z,,
PAY-0362,ORD-362,pay_000362axkkkkk,7551.59,CARD,CAPTURED,,2025-02-02T16:10:00Z,,
PAY-0363,ORD-363,pay_000363axkkkkk,1044.16,UPI,CAPTURED,,2025-02-02T18:53:50Z,,
PAY-0364,ORD-364,pay_000364axkkkkk,782.6,CARD,CAPTURED,,2025-02-02T15:14:17Z,,
PAY-0366,ORD-366,pay_000366axkkkkkkkkkk,3230.4,CARD,CAPTURED,,2025-02-02T20:27:54Z,,
PAY-0367,ORD-367,pay_000367axkkkkk,963.41,UPI,CAPTURED,,2025-02-02T23:21:03Z,,
PAY-0368,ORD-368,pay_000368axkkkkkk,1429.4,NETBANKING,CAPTURED,,2025-02-03T01:14:35Z,,
PAY-0369,ORD-369,pay_000369axkkkkkkkkk,306.33,NETBANKING,CAPTURED,,2025-02-03T00:40:19Z,,
PAY-0370,ORD-370,pay_000370axkkkkkkk,2643.62,UPI,CAPTURED,,2025-02-03T08:31:39Z,,
PAY-0371,ORD-371,pay_000371axkkkk,2578.83,NETBANKING,CAPTURED,,2025-02-03T05:53:21Z,,
PAY-0372,ORD-372,pay_000372axkkkkkk,745.1,UPI,CAPTURED,,2025-02-03T04:45:13Z,,
PAY-0373,ORD-373,pay_000373axkkkkkkkk,299.0,CARD,CAPTURED,,2025-02-03T07:49:58Z,,
PAY-0374,ORD-374,pay_000374axkkkkkkkkk,299.0,WALLET,CAPTURED,,2025-02-03T11:34:55Z,,
PAY-0375,ORD-375,pay_000375axkkkkkkkkk,1335.64,WALLET,CAPTURED,,2025-02-03T10:09:59Z,,
PAY-0376,ORD-376,pay_000376axkkkkk,1290.31,UPI,CAPTURED,,2025-02-03T15:26:55Z,,
PAY-0377,ORD-377,pay_000377axkkkkkkkkk,1135.84,CARD,CAPTURED,,2025-02-03T16:14:24Z,,
PAY-0378,ORD-378,pay_000378axkkkkkkkkk,299.0,CARD,CAPTURED,,2025-02-03T22:52:39Z,,
PAY-0379,ORD-379,pay_000379axkkkkkkk,1128.47,CARD,CAPTURED,,2025-02-04T00:36:06Z,,
PAY-0380,ORD-380,pay_000380axkkkkk,4745.54,CARD,CAPTURED,,2025-02-03T23:32:40Z,,
PAY-0381,ORD-381,pay_000381axkkkkkkkkk,16334.57,CARD,CAPTURED,,2025-02-03T23:53:51Z,,
PAY-0382,ORD-382,pay_000382axkkkkk,299.0,WALLET,CAPTURED,,2025-02-04T03:09:57Z,,
PAY-0383,ORD-383,pay_000383axkkkkkkk,1799.68,UPI,CAPTURED,,2025-02-04T07:28:14Z,,
PAY-0384,ORD-384,pay_000384axkkkkkkk,6086.44,CARD,CAPTURED,,2025-02-04T09:36:38Z,,
PAY-0385,ORD-385,pay_000385axkkkkkkkkkk,2351.78,CARD,CAPTURED,,2025-02-04T11:56:23Z,,
PAY-0386,ORD-386,pay_000386axkkkkkkkkkk,1735.42,EMI,CAPTURED,,2025-02-04T11:45:57Z,,
PAY-0387,ORD-387,pay_000387axkkkkkkkkkk,1330.9,UPI,CAPTURED,,2025-02-04T14:39:46Z,,
PAY-0388,ORD-388,pay_000388axkkkkkkkkk,1568.07,WALLET,CAPTURED,,2025-02-04T17:21:31Z,,
PAY-0389,ORD-389,pay_000389axkkkkkkkkkk,460.34,CARD,CAPTURED,,2025-02-04T16:59:50Z,,
PAY-0390,ORD-390,pay_000390axkkkkkkk,3326.47,CARD,CAPTURED,,2025-02-04T16:00:28Z,,
PAY-0391,ORD-391,pay_000391axkkkkkk,641.48,CARD,CAPTURED,,2025-02-04T18:05:30Z,,
PAY-0392,ORD-392,pay_000392axkkkk,299.0,UPI,CAPTURED,,2025-02-04T21:04:43Z,,
PAY-0393,ORD-393,pay_000393axkkkk,299.0,NETBANKING,CAPTURED,,2025-02-04T22:01:26Z,,
PAY-0394,ORD-394,pay_000394axkkkkkkkkkk,1211.32,CARD,CAPTURED,,2025-02-04T22:38:21Z,,
PAY-0395,ORD-395,pay_000395axkkkkk,1944.64,NETBANKING,CAPTURED,,2025-02-05T05:03:36Z,,
PAY-0396,ORD-396,pay_000396axkkkkk,2025.15,UPI,CAPTURED,,2025-02-05T08:33:58Z,,
PAY-0398,ORD-398,pay_000398axkkkkkkkkk,469.73,CARD,CAPTURED,,2025-02-05T06:14:12Z,,
PAY-0399,ORD-399,pay_000399axkkkk,434.67,UPI,CAPTURED,,2025-02-05T14:18:17Z,,
PAY-0400,ORD-400,pay_000400axkkkkkk,4881.59,UPI,CAPTURED,,2025-02-05T12:10:56Z,,
PAY-0401,ORD-401,pay_000401axkkkk,3191.4,UPI,CAPTURED,,2025-02-05T11:42:45Z,,
PAY-0402,ORD-402,pay_000402axkkkkkkkk,299.0,NETBANKING,CAPTURED,,2025-02-05T13:41:48Z,,
PAY-0403,ORD-403,pay_000403axkkkkk,586.72,CARD,CAPTURED,,2025-02-05T20:26:19Z,,
PAY-0404,ORD-404,pay_000404axkkkk,620.89,NETBANKING,CAPTURED,,2025-02-05T21:20:33Z,,
PAY-0405,ORD-405,pay_000405axkkkkkk,963.56,CARD,CAPTURED,,2025-02-05T23:22:39Z,,
PAY-0406,ORD-406,pay_000406axkkkkkkk,513.73,EMI,CAPTURED,,2025-02-06T04:39:36Z,,
PAY-0407,ORD-407,pay_000407axkkkk,333.21,CARD,CAPTURED,,2025-02-06T03:41:50Z,,
PAY-0408,ORD-408,pay_000408axkkkkkk,781.91,NETBANKING,CAPTURED,,2025-02-06T01:57:38Z,,
PAY-0409,ORD-409,pay_000409axkkkkk,1693.35,CARD,CAPTURED,,2025-02-06T02:57:35Z,,
PAY-0410,ORD-410,pay_000410axkkkkkkk,4635.64,EMI,CAPTURED,,2025-02-06T09:05:44Z,,
PAY-0412,ORD-412,pay_000412axkkkkkkk,589.47,NETBANKING,CAPTURED,,2025-02-06T16:07:05Z,,
PAY-0413,ORD-413,pay_000413axkkkkkkkkk,2052.98,UPI,CAPTURED,,2025-02-06T11:45:31Z,,
PAY-0414,ORD-414,pay_000414axkkkkkkk,299.0,CARD,CAPTURED,,2025-02-06T12:45:19Z,,
PAY-0415,ORD-415,pay_000415axkkkkkkkkkk,1603.22,WALLET,CAPTURED,,2025-02-06T19:16:45Z,,
PAY-0415-2,ORD-415,pay_000415bxkkkkkkk,1068.82,WALLET,CAPTURED,,2025-02-06T19:11:45Z,,
PAY-0416,ORD-416,pay_000416axkkkkk,710.62,CARD,CAPTURED,,2025-02-06T16:26:45Z,,
PAY-0417,ORD-417,pay_000417axkkkkkkkkkk,519.33,UPI,CAPTURED,,2025-02-06T23:41:16Z,,
PAY-0418,ORD-418,pay_000418axkkkkk,574.46,CARD,CAPTURED,,2025-02-07T03:20:04Z,,
PAY-0419,ORD-419,pay_000419axkkkkkk,330.1,UPI,CAPTURED,,2025-02-06T23:32:43Z,,
PAY-0420,ORD-420,pay_000420axkkkkkkkkkk,1247.62,WALLET,CAPTURED,,2025-02-07T03:11:39Z,,
PAY-0421,ORD-421,pay_000421axkkkkkkkkkk,2429.47,CARD,CAPTURED,,2025-02-07T02:20:29Z,,
PAY-0422,ORD-422,pay_000422axkkkk,1107.78,CARD,CAPTURED,,2025-02-07T08:17:01Z,,
PAY-0423,ORD-423,pay_000423axkkkkkkkkk,299.0,UPI,CAPTURED,,2025-02-07T07:23:13Z,,
PAY-0424,ORD-424,pay_000424axkkkk,299.0,NETBANKING,CAPTURED,,2025-02-07T12:23:48Z,,
PAY-0425,ORD-425,pay_000425axkkkkkkkk,6719.99,NETBANKING,CAPTURED,,2025-02-07T14:13:12Z,,
PAY-0426,ORD-426,pay_000426axkkkkk,2523.35,NETBANKING,CAPTURED,,2025-02-07T11:01:05Z,,
PAY-0427,ORD-427,pay_000427axkkkkkkkk,2599.43,CARD,CAPTURED,,2025-02-07T18:22:31Z,,
PAY-0428,ORD-428,pay_000428axkkkkkkk,1935.93,UPI,CAPTURED,,2025-02-07T15:13:54Z,,
PAY-0429,ORD-429,pay_000429axkkkkkkkkk,4259.34,UPI,CAPTURED,,2025-02-07T20:17:58Z,,
PAY-0430,ORD-430,pay_000430axkkkkkkkkk,593.8,CARD,CAPTURED,,2025-02-08T00:11:53Z,,
PAY-0431,ORD-431,pay_000431axkkkk,592.65,CARD,CAPTURED,,2025-02-08T01:26:30Z,,
PAY-0432,ORD-432,pay_000432axkkkk,299.0,NETBANKING,CAPTURED,,2025-02-08T03:21:19Z,,
PAY-0433,ORD-433,pay_000433axkkkkkkk,892.36,NETBANKING,CAPTURED,,2025-02-08T04:57:00Z,,
PAY-0434,ORD-434,pay_000434axkkkkkkkk,2312.99,EMI,CAPTURED,,2025-02-08T04:50:09Z,,
PAY-0435,ORD-435,pay_000435axkkkkk,2140.08,UPI,CAPTURED,,2025-02-08T06:12:39Z,,
PAY-0436,ORD-436,pay_000436axkkkkk,1623.21,CARD,CAPTURED,,2025-02-08T07:33:41Z,,
PAY-0437,ORD-437,pay_000437axkkkkk,2649.57,UPI,CAPTURED,,2025-02-08T13:47:45Z,,
PAY-0438,ORD-438,pay_000438axkkkkkkkk,299.0,CARD,CAPTURED,,2025-02-08T16:14:00Z,,
PAY-0439,ORD-439,pay_000439axkkkkkkk,1964.58,UPI,CAPTURED,,2025-02-08T14:24:20Z,,
PAY-0440,ORD-440,pay_000440axkkkkkkk,3409.74,UPI,CAPTURED,,2025-02-08T15:33:58Z,,
PAY-0441,ORD-441,pay_000441axkkkkkk,1879.57,CARD,CAPTURED,,2025-02-08T17:43:33Z,,
PAY-0442,ORD-442,pay_000442axkkkk,908.06,CARD,CAPTURED,,2025-02-08T20:37:31Z,,
PAY-0443,ORD-443,pay_000443axkkkkkkkkkk,679.81,UPI,CAPTURED,,2025-02-08T20:14:43Z,,
PAY-0444,ORD-444,pay_000444axkkkk,1967.76,NETBANKING,CAPTURED,,2025-02-09T02:59:56Z,,
PAY-0445,ORD-445,pay_000445axkkkkkk,639.58,CARD,CAPTURED,,2025-02-09T04:39:31Z,,
PAY-0446,ORD-446,pay_000446axkkkk,769.63,CARD,CAPTURED,,2025-02-09T03:25:42Z,,
PAY-0447,ORD-447,pay_000447axkkkkkkkk,762.48,CARD,CAPTURED,,2025-02-09T06:56:26Z,,
PAY-0448,ORD-448,pay_000448axkkkkkkkkkk,734.66,CARD,CAPTURED,,2025-02-09T07:30:17Z,,
PAY-0449,ORD-449,pay_000449axkkkk,414.39,NETBANKING,CAPTURED,,2025-02-09T13:16:06Z,,
PAY-0450,ORD-450,pay_000450axkkkkkkkkkk,1697.07,NETBANKING,CAPTURED,,2025-02-09T08:58:59Z,,
PAY-0451,ORD-451,pay_000451axkkkkkkk,5627.57,CARD,CAPTURED,,2025-02-09T10:20:19Z,,
PAY-0452,ORD-452,pay_000452axkkkkkkkkk,2895.23,CARD,CAPTURED,,2025-02-09T16:24:24Z,,
PAY-0453,ORD-453,pay_000453axkkkkkkkkkk,719.53,CARD,CAPTURED,,2025-02-09T19:35:13Z,,
PAY-0454,ORD-454,pay_000454axkkkkkkk,1260.67,CARD,CAPTURED,,2025-02-09T21:08:19Z,,
PAY-0455,ORD-455,pay_000455axkkkkk,2836.59,CARD,CAPTURED,,2025-02-09T18:48:20Z,,
PAY-0456,ORD-456,pay_000456axkkkk,802.33,UPI,CAPTURED,,2025-02-09T20:20:36Z,,
PAY-0457,ORD-457,pay_000457axkkkkkkkkk,557.75,UPI,CAPTURED,,2025-02-10T02:25:06Z,,
PAY-0458,ORD-458,pay_000458axkkkkkkkk,1142.64,UPI,CAPTURED,,2025-02-10T01:33:45Z,,
