order_id,order_number,customer_id,net_amount,status,placed_at,gateway_order_id,source
ORD-428,#1428,CUS-0234,1935.93,PAID,,order_000428,
ORD-429,#1429,CUS-0037,4259.34,PAID,,order_000429,
ORD-430,#1430,CUS-0126,593.8,PAID,,order_000430,
ORD-431,#1431,CUS-0001,592.65,PAID,,order_000431,
ORD-432,#1432,CUS-0236,299.0,PAID,,order_000432,
ORD-433,#1433,CUS-0029,892.36,PAID,,order_000433,
ORD-434,#1434,CUS-0035,2312.99,PAID,,order_000434,
ORD-435,#1435,CUS-0125,2140.08,PAID,,order_000435,
ORD-436,#1436,CUS-0045,1623.21,PAID,,order_000436,
ORD-437,#1437,CUS-0243,2649.57,PAID,,order_000437,
ORD-438,#1438,CUS-0146,299.0,PAID,,order_000438,
ORD-439,#1439,CUS-0164,1964.58,PAID,,order_000439,
ORD-440,#1440,CUS-0043,3409.74,PAID,,order_000440,
ORD-441,#1441,CUS-0003,1879.57,PAID,,order_000441,
ORD-442,#1442,CUS-0185,908.06,PAID,,order_000442,
ORD-443,#1443,CUS-0106,679.81,PAID,,order_000443,
ORD-444,#1444,CUS-0123,1967.76,PAID,,order_000444,
ORD-445,#1445,CUS-0116,639.58,PAID,,order_000445,
ORD-446,#1446,CUS-0019,769.63,PAID,,order_000446,
ORD-447,#1447,CUS-0112,762.48,PAID,,order_000447,
ORD-448,#1448,CUS-0139,734.66,PAID,,order_000448,
ORD-449,#1449,CUS-0141,414.39,PAID,,order_000449,
ORD-450,#1450,CUS-0076,1697.07,PAID,,order_000450,
ORD-451,#1451,CUS-0053,5627.57,PAID,,order_000451,
ORD-452,#1452,CUS-0201,2895.23,PAID,,order_000452,
ORD-453,#1453,CUS-0100,719.53,PAID,,order_000453,
ORD-454,#1454,CUS-0120,1260.67,PAID,,order_000454,
ORD-455,#1455,CUS-0025,2836.59,PAID,,order_000455,
ORD-456,#1456,CUS-0059,802.33,PAID,,order_000456,
ORD-457,#1457,CUS-0122,557.75,PAID,,order_000457,
ORD-458,#1458,CUS-0219,1142.64,PAID,,order_000458,
ORD-459,#1459,CUS-0174,299.0,PAID,,order_000459,
ORD-460,#1460,CUS-0055,342.17,PAID,,order_000460,
ORD-461,#1461,CUS-0112,299.0,PAID,,order_000461,
ORD-462,#1462,CUS-0187,307.49,PAID,,order_000462,
ORD-463,#1463,CUS-0084,1687.8,ABANDONED,,order_000463,
ORD-464,#1464,CUS-0180,1179.78,PAID,,order_000464,
ORD-465,#1465,CUS-0038,11536.67,PAID,,order_000465,
ORD-466,#1466,CUS-0226,321.29,PAID,,order_000466,
ORD-467,#1467,CUS-0122,695.93,PAID,,order_000467,
ORD-468,#1468,CUS-0103,1578.19,PAID,,order_000468,
ORD-469,#1469,CUS-0069,671.9,PAID,,order_000469,
ORD-470,#1470,CUS-0179,299.0,PAID,,order_000470,
ORD-471,#1471,CUS-0083,1353.85,PAID,,order_000471,
ORD-472,#1472,CUS-0234,6685.2,PAID,,order_000472,
ORD-473,#1473,CUS-0211,497.77,PAID,,order_000473,
ORD-474,#1474,CUS-0146,2562.15,PAID,,order_000474,
ORD-475,#1475,CUS-0009,299.0,PAID,,order_000475,
ORD-476,#1476,CUS-0163,1691.84,PAID,,order_000476,
ORD-477,#1477,CUS-0115,1399.32,PAID,,order_000477,
ORD-478,#1478,CUS-0229,2089.38,PAID,,order_000478,
ORD-479,#1479,CUS-0058,543.84,PAID,,order_000479,
ORD-480,#1480,CUS-0200,2053.15,PAID,,order_000480,
ORD-481,#1481,CUS-0045,2426.76,PAID,,order_000481,
ORD-482,#1482,CUS-0165,3546.43,PAID,,order_000482,
ORD-483,#1483,CUS-0078,2898.95,PAID,,order_000483,
ORD-484,#1484,CUS-0131,1444.59,PAID,,order_000484,
ORD-485,#1485,CUS-0176,731.77,PAID,,order_000485,
ORD-486,#1486,CUS-0071,343.82,PAID,,order_000486,
ORD-487,#1487,CUS-0015,4293.26,PAID,,order_000487,
ORD-488,#1488,CUS-0175,522.05,PAID,,order_000488,
ORD-489,#1489,CUS-0010,410.54,PAID,,order_000489,
ORD-490,#1490,CUS-0164,1197.87,PAID,,order_000490,
ORD-491,#1491,CUS-0225,545.21,PAID,,order_000491,
ORD-492,#1492,CUS-0186,1964.1,PAID,,order_000492,
ORD-493,#1493,CUS-0086,577.61,PAID,,order_000493,
ORD-494,#1494,CUS-0108,729.35,PAID,,order_000494,
ORD-495,#1495,CUS-0218,5366.6,PAID,,order_000495,
ORD-496,#1496,CUS-0019,588.72,PAID,,order_000496,
ORD-497,#1497,CUS-0136,2415.55,PAID,,order_000497,
ORD-498,#1498,CUS-0088,769.91,PAID,,order_000498,
ORD-499,#1499,CUS-0054,1016.03,PAID,,order_000499,
ORD-500,#1500,CUS-0158,884.16,PAID,,order_000500,
ORD-501,#1501,CUS-0096,1164.43,ABANDONED,,order_000501,
ORD-502,#1502,CUS-0188,2951.92,PAID,,order_000502,
ORD-503,#1503,CUS-0129,658.85,PAID,,order_000503,
ORD-504,#1504,CUS-0153,751.13,PAID,,order_000504,
ORD-505,#1505,CUS-0231,1886.64,PAID,,order_000505,
ORD-506,#1506,CUS-0208,1110.52,PAID,,order_000506,
ORD-507,#1507,CUS-0203,427.34,PAID,,order_000507,
ORD-508,#1508,CUS-0013,1458.64,PAID,,order_000508,
ORD-509,#1509,CUS-0107,1293.5,PAID,,order_000509,
ORD-510,#1510,CUS-0178,299.0,PAID,,order_000510,
ORD-511,#1511,CUS-0134,2049.19,PAID,,order_000511,
ORD-512,#1512,CUS-0131,453.96,PAID,,order_000512,
ORD-513,#1513,CUS-0068,4147.95,PAID,,order_000513,
ORD-514,#1514,CUS-0042,1051.07,ABANDONED,,order_000514,
ORD-515,#1515,CUS-0023,6819.37,PAID,,order_000515,
ORD-516,#1516,CUS-0024,8545.2,PAID,,order_000516,
ORD-517,#1517,CUS-0076,459.25,PAID,,order_000517,
ORD-518,#1518,CUS-0075,302.7,PAID,,order_000518,
ORD-519,#1519,CUS-0195,1632.75,PAID,,order_000519,
ORD-520,#1520,CUS-0245,2202.57,PAID,,order_000520,
ORD-521,#1521,CUS-0247,7732.12,PAID,,order_000521,
ORD-522,#1522,CUS-0108,2010.35,PAID,,order_000522,
ORD-523,#1523,CUS-0016,2197.6,PAID,,order_000523,
ORD-524,#1524,CUS-0124,1628.72,PAID,,order_000524,
ORD-525,#1525,CUS-0092,1036.41,PAID,,order_000525,
ORD-526,#1526,CUS-0113,4444.07,PAID,,order_000526,
ORD-527,#1527,CUS-0186,597.23,PAID,,order_000527,
ORD-528,#1528,CUS-0025,550.51,PAID,,order_000528,
ORD-529,#1529,CUS-0099,6819.39,ABANDONED,,order_000529,
ORD-530,#1530,CUS-0240,299.0,PAID,,order_000530,
ORD-531,#1531,CUS-0249,299.0,PAID,,order_000531,
ORD-532,#1532,CUS-0061,2940.48,PAID,,order_000532,
ORD-533,#1533,CUS-0115,918.43,PAID,,order_000533,
ORD-534,#1534,CUS-0212,5478.8,PAID,,order_000534,
ORD-535,#1535,CUS-0117,847.91,PAID,,order_000535,
ORD-536,#1536,CUS-0117,2076.61,PAID,,order_000536,
ORD-537,#1537,CUS-0116,513.93,PAID,,order_000537,
ORD-538,#1538,CUS-0247,1261.77,PAID,,order_000538,
ORD-539,#1539,CUS-0230,10451.87,PAID,,order_000539,
ORD-540,#1540,CUS-0066,771.04,PAID,,order_000540,
ORD-541,#1541,CUS-0184,1566.69,PAID,,order_000541,
ORD-542,#1542,CUS-0118,1095.07,PAID,,order_000542,
ORD-543,#1543,CUS-0240,1033.32,PAID,,order_000543,
ORD-544,#1544,CUS-0046,299.0,PAID,,order_000544,
ORD-545,#1545,CUS-0083,5177.03,PAID,,order_000545,
ORD-546,#1546,CUS-0106,4584.07,PAID,,order_000546,
ORD-547,#1547,CUS-0141,1483.15,PAID,,order_000547,
ORD-548,#1548,CUS-0075,309.37,PAID,,order_000548,
ORD-549,#1549,CUS-0182,1439.38,PAID,,order_000549,
ORD-550,#1550,CUS-0182,5040.3,PAID,,order_000550,
ORD-551,#1551,CUS-0109,1147.19,PAID,,order_000551,
ORD-552,#1552,CUS-0172,1882.14,PAID,,order_000552,
ORD-553,#1553,CUS-0065,1790.3,PAID,,order_000553,
ORD-554,#1554,CUS-0009,2976.03,PAID,,order_000554,
ORD-555,#1555,CUS-0201,3475.86,PAID,,order_000555,
ORD-556,#1556,CUS-0098,517.8,ABANDONED,,order_000556,
ORD-557,#1557,CUS-0065,3131.07,PAID,,order_000557,
ORD-558,#1558,CUS-0140,299.0,PAID,,order_000558,
ORD-559,#1559,CUS-0115,1779.18,PAID,,order_000559,
ORD-560,#1560,CUS-0072,299.0,PAID,,order_000560,
ORD-561,#1561,CUS-0085,7467.78,PAID,,order_000561,
ORD-562,#1562,CUS-0161,1949.79,PAID,,order_000562,
ORD-563,#1563,CUS-0092,722.31,PAID,,order_000563,
ORD-564,#1564,CUS-0018,299.0,PAID,,order_000564,
ORD-565,#1565,CUS-0090,1707.68,PAID,,order_000565,
ORD-566,#1566,CUS-0244,394.76,PAID,,order_000566,
ORD-567,#1567,CUS-0160,1785.24,PAID,,order_000567,
ORD-568,#1568,CUS-0242,1216.98,PAID,,order_000568,
ORD-569,#1569,CUS-0211,1159.25,PAID,,order_000569,
ORD-570,#1570,CUS-0076,352.0,PAID,,order_000570,
ORD-571,#1571,CUS-0043,3158.24,PAID,,order_000571,
ORD-572,#1572,CUS-0054,944.55,PAID,,order_000572,
ORD-573,#1573,CUS-0180,2375.42,PAID,,order_000573,
ORD-574,#1574,CUS-0019,347.14,PAID,,order_000574,
ORD-575,#1575,CUS-0023,3649.41,PAID,,order_000575,
ORD-576,#1576,CUS-0059,812.35,PAID,,order_000576,
ORD-577,#1577,CUS-0081,1680.18,PAID,,order_000577,
ORD-578,#1578,CUS-0012,743.49,PAID,,order_000578,
ORD-579,#1579,CUS-0113,299.0,PAID,,order_000579,
ORD-580,#1580,CUS-0218,7835.03,PAID,,order_000580,
ORD-581,#1581,CUS-0244,1365.46,PAID,,order_000581,
ORD-582,#1582,CUS-0022,5377.03,PAID,,order_000582,
ORD-583,#1583,CUS-0232,1130.05,PAID,,order_000583,
ORD-584,#1584,CUS-0214,942.12,PAID,,order_000584,
ORD-585,#1585,CUS-0018,2429.58,PAID,,order_000585,
ORD-586,#1586,CUS-0033,563.49,PAID,,order_000586,
ORD-587,#1587,CUS-0050,443.72,PAID,,order_000587,
ORD-588,#1588,CUS-0040,769.73,PAID,,order_000588,
ORD-589,#1589,CUS-0002,3188.51,PAID,,order_000589,
ORD-590,#1590,CUS-0093,613.78,PAID,,order_000590,
ORD-591,#1591,CUS-0199,299.0,PAID,,order_000591,
ORD-592,#1592,CUS-0072,299.0,PAID,,order_000592,
ORD-593,#1593,CUS-0227,6078.46,PAID,,order_000593,
ORD-594,#1594,CUS-0149,1352.31,PAID,,order_000594,
ORD-595,#1595,CUS-0101,1989.44,PAID,,order_000595,
ORD-596,#1596,CUS-0131,1112.8,PAID,,order_000596,
ORD-597,#1597,CUS-0207,4312.93,PAID,,order_000597,
ORD-598,#1598,CUS-0041,2504.5,PAID,,order_000598,
ORD-599,#1599,CUS-0057,570.34,PAID,,order_000599,
ORD-600,#1600,CUS-0172,299.0,PAID,,order_000600,
ORD-601,#1601,CUS-0011,377.44,PAID,,order_000601,
ORD-602,#1602,CUS-0213,431.55,PAID,,order_000602,
ORD-603,#1603,CUS-0168,5894.72,PAID,,order_000603,
ORD-604,#1604,CUS-0097,474.84,PAID,,order_000604,
ORD-605,#1605,CUS-0089,1013.99,PAID,,order_000605,
ORD-606,#1606,CUS-0036,580.55,PAID,,order_000606,
ORD-607,#1607,CUS-0184,1805.91,PAID,,order_000607,
ORD-608,#1608,CUS-0030,1048.08,PAID,,order_000608,
ORD-609,#1609,CUS-0214,299.0,PAID,,order_000609,
ORD-610,#1610,CUS-0162,2510.39,PAID,,order_000610,
ORD-611,#1611,CUS-0237,1657.69,ABANDONED,,order_000611,
ORD-612,#1612,CUS-0185,300.56,PAID,,order_000612,
ORD-613,#1613,CUS-0124,2663.68,PAID,,order_000613,
ORD-614,#1614,CUS-0047,1126.03,PAID,,order_000614,
ORD-615,#1615,CUS-0237,1359.61,PAID,,order_000615,
ORD-616,#1616,CUS-0028,4064.02,PAID,,order_000616,
ORD-617,#1617,CUS-0039,4787.74,PAID,,order_000617,
ORD-618,#1618,CUS-0193,20585.67,PAID,,order_000618,
ORD-619,#1619,CUS-0001,4512.52,PAID,,order_000619,
ORD-620,#1620,CUS-0095,2051.88,PAID,,order_000620,
ORD-621,#1621,CUS-0124,653.6,PAID,,order_000621,
ORD-622,#1622,CUS-0195,1396.51,PAID,,order_000622,
ORD-623,#1623,CUS-0197,897.99,PAID,,order_000623,
ORD-624,#1624,CUS-0203,2682.91,PAID,,order_000624,
ORD-625,#1625,CUS-0093,1585.86,PAID,,order_000625,
ORD-626,#1626,CUS-0109,872.27,PAID,,order_000626,
ORD-627,#1627,CUS-0143,650.54,PAID,,order_000627,
ORD-628,#1628,CUS-0079,2499.1,PAID,,order_000628,
ORD-629,#1629,CUS-0222,2464.36,PAID,,order_000629,
ORD-630,#1630,CUS-0042,839.09,PAID,,order_000630,
ORD-631,#1631,CUS-0179,299.0,PAID,,order_000631,
ORD-632,#1632,CUS-0206,968.17,PAID,,order_000632,
ORD-633,#1633,CUS-0068,2243.78,PAID,,order_000633,
ORD-634,#1634,CUS-0103,1254.22,PAID,,order_000634,
ORD-635,#1635,CUS-0243,345.93,ABANDONED,,order_000635,
ORD-636,#1636,CUS-0218,2367.97,PAID,,order_000636,
ORD-637,#1637,CUS-0154,2785.03,PAID,,order_000637,
ORD-638,#1638,CUS-0093,561.73,PAID,,order_000638,
ORD-639,#1639,CUS-0104,1242.09,PAID,,order_000639,
ORD-640,#1640,CUS-0024,2771.07,PAID,,order_000640,
ORD-641,#1641,CUS-0089,395.58,PAID,,order_000641,
ORD-642,#1642,CUS-0239,532.32,PAID,,order_000642,
ORD-643,#1643,CUS-0019,793.61,PAID,,order_000643,
ORD-644,#1644,CUS-0066,4146.28,PAID,,order_000644,
ORD-645,#1645,CUS-0248,8169.61,PAID,,order_000645,
ORD-646,#1646,CUS-0118,1052.9,PAID,,order_000646,
ORD-647,#1647,CUS-0202,1663.85,PAID,,order_000647,
ORD-648,#1648,CUS-0245,667.21,PAID,,order_000648,
ORD-649,#1649,CUS-0211,4854.24,PAID,,order_000649,
ORD-650,#1650,CUS-0229,299.0,PAID,,order_000650,
ORD-651,#1651,CUS-0049,299.0,PAID,,order_000651,
ORD-652,#1652,CUS-0053,2818.2,PAID,,order_000652,
ORD-653,#1653,CUS-0031,2818.57,PAID,,order_000653,
ORD-654,#1654,CUS-0196,783.8,PAID,,order_000654,
ORD-655,#1655,CUS-0226,4054.59,PAID,,order_000655,
ORD-656,#1656,CUS-0235,526.77,PAID,,order_000656,
ORD-657,#1657,CUS-0135,1010.33,PAID,,order_000657,
ORD-658,#1658,CUS-0101,2748.08,PAID,,order_000658,
ORD-659,#1659,CUS-0133,317.21,PAID,,order_000659,
ORD-660,#1660,CUS-0157,512.14,PAID,,order_000660,
ORD-661,#1661,CUS-0246,679.41,PAID,,order_000661,
ORD-662,#1662,CUS-0180,733.34,PAID,,order_000662,
ORD-663,#1663,CUS-0147,6676.4,PAID,,order_000663,
ORD-664,#1664,CUS-0206,2444.05,PAID,,order_000664,
ORD-665,#1665,CUS-0190,343.42,PAID,,order_000665,
ORD-666,#1666,CUS-0218,1202.94,PAID,,order_000666,
ORD-667,#1667,CUS-0065,1347.73,PAID,,order_000667,
ORD-668,#1668,CUS-0016,981.31,PAID,,order_000668,
ORD-669,#1669,CUS-0086,5421.23,PAID,,order_000669,
ORD-670,#1670,CUS-0006,306.26,PAID,,order_000670,
ORD-671,#1671,CUS-0045,619.06,PAID,,order_000671,
ORD-672,#1672,CUS-0199,3418.77,PAID,,order_000672,
ORD-673,#1673,CUS-0162,6965.08,PAID,,order_000673,
ORD-674,#1674,CUS-0108,2583.97,PAID,,order_000674,
ORD-675,#1675,CUS-0042,690.62,PAID,,order_000675,
ORD-676,#1676,CUS-0166,2793.82,PAID,,order_000676,
ORD-677,#1677,CUS-0043,455.14,PAID,,order_000677,
ORD-678,#1678,CUS-0191,4982.41,PAID,,order_000678,
ORD-679,#1679,CUS-0102,1387.68,PAID,,order_000679,
ORD-680,#1680,CUS-0100,2372.38,PAID,,order_000680,
ORD-681,#1681,CUS-0135,2878.52,PAID,,order_000681,
ORD-682,#1682,CUS-0250,6236.33,PAID,,order_000682,
ORD-683,#1683,CUS-0243,299.0,PAID,,order_000683,
ORD-684,#1684,CUS-0163,794.66,PAID,,order_000684,
ORD-685,#1685,CUS-0233,641.1,PAID,,order_000685,
ORD-686,#1686,CUS-0106,1885.13,PAID,,order_000686,
ORD-687,#1687,CUS-0137,5128.99,ABANDONED,,order_000687,
ORD-688,#1688,CUS-0111,2598.88,PAID,,order_000688,
ORD-689,#1689,CUS-0049,945.8,PAID,,order_000689,
ORD-690,#1690,CUS-0166,636.81,PAID,,order_000690,
ORD-691,#1691,CUS-0133,1751.14,PAID,,order_000691,
ORD-692,#1692,CUS-0208,2396.7,PAID,,order_000692,
ORD-693,#1693,CUS-0164,828.0,PAID,,order_000693,
ORD-694,#1694,CUS-0083,3598.36,PAID,,order_000694,
ORD-695,#1695,CUS-0113,624.15,PAID,,order_000695,
ORD-696,#1696,CUS-0088,2408.73,PAID,,order_000696,
ORD-697,#1697,CUS-0244,1877.64,PAID,,order_000697,
ORD-698,#1698,CUS-0050,531.19,ABANDONED,,order_000698,
ORD-699,#1699,CUS-0250,299.0,PAID,,order_000699,
ORD-700,#1700,CUS-0189,299.0,PAID,,order_000700,
ORD-701,#1701,CUS-0171,943.32,PAID,,order_000701,
ORD-702,#1702,CUS-0083,1156.96,PAID,,order_000702,
ORD-703,#1703,CUS-0051,2541.5,PAID,,order_000703,
ORD-704,#1704,CUS-0163,480.75,PAID,,order_000704,
ORD-705,#1705,CUS-0203,1763.97,PAID,,order_000705,
ORD-706,#1706,CUS-0040,444.95,PAID,,order_000706,
ORD-707,#1707,CUS-0087,6261.2,PAID,,order_000707,
ORD-708,#1708,CUS-0060,9315.64,PAID,,order_000708,
ORD-709,#1709,CUS-0113,299.0,PAID,,order_000709,
ORD-710,#1710,CUS-0065,1049.43,PAID,,order_000710,
ORD-711,#1711,CUS-0179,1431.29,PAID,,order_000711,
ORD-712,#1712,CUS-0120,5878.15,PAID,,order_000712,
ORD-713,#1713,CUS-0040,1261.87,PAID,,order_000713,
ORD-714,#1714,CUS-0130,6748.01,PAID,,order_000714,
ORD-715,#1715,CUS-0159,2236.05,PAID,,order_000715,
ORD-716,#1716,CUS-0197,1485.72,PAID,,order_000716,
ORD-717,#1717,CUS-0029,387.72,PAID,,order_000717,
ORD-718,#1718,CUS-0147,742.24,PAID,,order_000718,
ORD-719,#1719,CUS-0152,299.0,ABANDONED,,order_000719,
ORD-720,#1720,CUS-0236,937.98,PAID,,order_000720,
ORD-721,#1721,CUS-0191,865.33,PAID,,order_000721,
ORD-722,#1722,CUS-0211,1339.18,PAID,,order_000722,
ORD-723,#1723,CUS-0020,2615.24,PAID,,order_000723,
ORD-724,#1724,CUS-0135,12160.0,PAID,,order_000724,
ORD-725,#1725,CUS-0143,3414.68,PAID,,order_000725,
ORD-726,#1726,CUS-0180,2516.71,PAID,,order_000726,
ORD-727,#1727,CUS-0103,2022.05,PAID,,order_000727,
ORD-728,#1728,CUS-0239,3165.68,PAID,,order_000728,
ORD-729,#1729,CUS-0212,1720.02,PAID,,order_000729,
ORD-730,#1730,CUS-0197,2189.55,PAID,,order_000730,
ORD-731,#1731,CUS-0246,340.9,ABANDONED,,order_000731,
ORD-732,#1732,CUS-0035,660.44,PAID,,order_000732,
ORD-733,#1733,CUS-0220,1153.27,PAID,,order_000733,
ORD-734,#1734,CUS-0025,473.56,PAID,,order_000734,
ORD-735,#1735,CUS-0064,323.21,PAID,,order_000735,
ORD-736,#1736,CUS-0188,2081.76,PAID,,order_000736,
ORD-737,#1737,CUS-0177,2078.25,PAID,,order_000737,
ORD-738,#1738,CUS-0010,1276.88,PAID,,order_000738,
ORD-739,#1739,CUS-0198,352.61,PAID,,order_000739,
ORD-740,#1740,CUS-0059,2119.14,PAID,,order_000740,
ORD-741,#1741,CUS-0135,1308.67,PAID,,order_000741,
ORD-742,#1742,CUS-0040,3214.21,PAID,,order_000742,
ORD-743,#1743,CUS-0111,423.24,PAID,,order_000743,
ORD-744,#1744,CUS-0191,540.22,PAID,,order_000744,
ORD-745,#1745,CUS-0179,1053.86,PAID,,order_000745,
ORD-746,#1746,CUS-0147,584.33,PAID,,order_000746,
ORD-747,#1747,CUS-0176,890.45,PAID,,order_000747,
ORD-748,#1748,CUS-0153,1974.0,PAID,,order_000748,
ORD-749,#1749,CUS-0211,973.79,PAID,,order_000749,
ORD-750,#1750,CUS-0210,430.48,PAID,,order_000750,
ORD-751,#1751,CUS-0029,324.35,PAID,,order_000751,
ORD-752,#1752,CUS-0214,307.91,PAID,,order_000752,
ORD-753,#1753,CUS-0054,350.31,PAID,,order_000753,
ORD-754,#1754,CUS-0141,1781.85,PAID,,order_000754,
ORD-755,#1755,CUS-0005,1173.68,PAID,,order_000755,
ORD-756,#1756,CUS-0052,1376.73,PAID,,order_000756,
ORD-757,#1757,CUS-0003,299.0,PAID,,order_000757,
ORD-758,#1758,CUS-0222,7264.81,PAID,,order_000758,
ORD-759,#1759,CUS-0098,1027.1,PAID,,order_000759,
ORD-760,#1760,CUS-0051,393.67,PAID,,order_000760,
ORD-761,#1761,CUS-0064,552.34,PAID,,order_000761,
ORD-762,#1762,CUS-0005,757.23,PAID,,order_000762,
ORD-763,#1763,CUS-0129,7120.49,PAID,,order_000763,
ORD-764,#1764,CUS-0209,519.09,PAID,,order_000764,
ORD-765,#1765,CUS-0036,1235.17,PAID,,order_000765,
ORD-766,#1766,CUS-0176,1383.01,PAID,,order_000766,
ORD-767,#1767,CUS-0155,299.0,PAID,,order_000767,
ORD-768,#1768,CUS-0176,2830.64,PAID,,order_000768,
ORD-769,#1769,CUS-0135,299.0,PAID,,order_000769,
ORD-770,#1770,CUS-0168,3307.45,PAID,,order_000770,
ORD-771,#1771,CUS-0243,3624.83,PAID,,order_000771,
ORD-772,#1772,CUS-0211,3221.86,PAID,,order_000772,
ORD-773,#1773,CUS-0028,3719.82,PAID,,order_000773,
ORD-774,#1774,CUS-0146,1378.5,PAID,,order_000774,
ORD-775,#1775,CUS-0021,1010.68,PAID,,order_000775,
ORD-776,#1776,CUS-0183,434.3,PAID,,order_000776,
ORD-777,#1777,CUS-0042,299.0,PAID,,order_000777,
ORD-778,#1778,CUS-0053,4022.3,PAID,,order_000778,
ORD-779,#1779,CUS-0118,613.97,PAID,,order_000779,
ORD-780,#1780,CUS-0212,299.0,PAID,,order_000780,
ORD-781,#1781,CUS-0138,1177.2,PAID,,order_000781,
ORD-782,#1782,CUS-0011,408.27,PAID,,order_000782,
ORD-783,#1783,CUS-0011,1190.01,PAID,,order_000783,
ORD-784,#1784,CUS-0075,2193.88,PAID,,order_000784,
ORD-785,#1785,CUS-0076,299.0,PAID,,order_000785,
ORD-786,#1786,CUS-0213,299.0,PAID,,order_000786,
ORD-787,#1787,CUS-0150,1655.08,PAID,,order_000787,
ORD-788,#1788,CUS-0116,1937.58,PAID,,order_000788,
ORD-789,#1789,CUS-0117,7327.73,PAID,,order_000789,
ORD-790,#1790,CUS-0030,1432.38,PAID,,order_000790,
ORD-791,#1791,CUS-0187,1671.21,PAID,,order_000791,
ORD-792,#1792,CUS-0098,6076.03,PAID,,order_000792,
ORD-793,#1793,CUS-0039,299.0,PAID,,order_000793,
ORD-794,#1794,CUS-0080,3535.3,PAID,,order_000794,
ORD-795,#1795,CUS-0231,1086.12,PAID,,order_000795,
ORD-796,#1796,CUS-0127,1861.1,PAID,,order_000796,
ORD-797,#1797,CUS-0154,398.29,PAID,,order_000797,
ORD-798,#1798,CUS-0143,576.52,PAID,,order_000798,
ORD-799,#1799,CUS-0090,7045.13,PAID,,order_000799,
ORD-800,#1800,CUS-0236,916.93,PAID,,order_000800,
ORD-801,#1801,CUS-0157,2552.19,PAID,,order_000801,
ORD-802,#1802,CUS-0248,8769.05,PAID,,order_000802,
ORD-803,#1803,CUS-0077,11983.52,PAID,,order_000803,
ORD-804,#1804,CUS-0017,650.85,PAID,,order_000804,
ORD-805,#1805,CUS-0054,1000.79,PAID,,order_000805,
ORD-806,#1806,CUS-0181,2563.9,PAID,,order_000806,
ORD-807,#1807,CUS-0160,1655.51,PAID,,order_000807,
ORD-808,#1808,CUS-0128,299.0,PAID,,order_000808,
ORD-809,#1809,CUS-0050,805.84,PAID,,order_000809,
ORD-810,#1810,CUS-0054,5100.06,PAID,,order_000810,
ORD-811,#1811,CUS-0144,299.0,PAID,,order_000811,
ORD-812,#1812,CUS-0066,545.2,PAID,,order_000812,
ORD-813,#1813,CUS-0002,390.03,PAID,,order_000813,
ORD-814,#1814,CUS-0008,4737.94,PAID,,order_000814,
ORD-815,#1815,CUS-0010,1005.92,PAID,,order_000815,
ORD-816,#1816,CUS-0138,764.55,PAID,,order_000816,
ORD-817,#1817,CUS-0015,299.0,PAID,,order_000817,
ORD-818,#1818,CUS-0138,5824.58,PAID,,order_000818,
ORD-819,#1819,CUS-0091,4631.85,PAID,,order_000819,
ORD-820,#1820,CUS-0153,1886.44,PAID,,order_000820,
ORD-821,#1821,CUS-0106,299.0,PAID,,order_000821,
ORD-822,#1822,CUS-0135,869.3,PAID,,order_000822,
ORD-823,#1823,CUS-0024,427.86,PAID,,order_000823,
ORD-824,#1824,CUS-0224,1963.34,PAID,,order_000824,
ORD-825,#1825,CUS-0211,45000.0,PAID,,order_000825,
ORD-826,#1826,CUS-0010,2462.35,ABANDONED,,order_000826,
ORD-827,#1827,CUS-0239,3004.27,PAID,,order_000827,
ORD-828,#1828,CUS-0027,1668.37,PAID,,order_000828,
ORD-829,#1829,CUS-0080,572.09,PAID,,order_000829,
ORD-830,#1830,CUS-0137,1680.53,PAID,,order_000830,
ORD-831,#1831,CUS-0030,1239.82,PAID,,order_000831,
ORD-832,#1832,CUS-0141,1292.19,PAID,,order_000832,
ORD-833,#1833,CUS-0229,874.48,PAID,,order_000833,
ORD-834,#1834,CUS-0181,3050.14,PAID,,order_000834,
ORD-835,#1835,CUS-0158,8060.49,PAID,,order_000835,
ORD-836,#1836,CUS-0137,1258.51,PAID,,order_000836,
ORD-837,#1837,CUS-0179,853.63,PAID,,order_000837,
ORD-838,#1838,CUS-0120,2874.83,PAID,,order_000838,
ORD-839,#1839,CUS-0047,4499.55,PAID,,order_000839,
ORD-840,#1840,CUS-0117,857.26,PAID,,order_000840,
ORD-841,#1841,CUS-0090,449.57,PAID,,order_000841,
ORD-842,#1842,CUS-0137,1362.73,PAID,,order_000842,
ORD-843,#1843,CUS-0041,800.81,PAID,,order_000843,
ORD-844,#1844,CUS-0152,1322.28,PAID,,order_000844,
ORD-845,#1845,CUS-0045,1427.07,PAID,,order_000845,
ORD-846,#1846,CUS-0119,2224.24,PAID,,order_000846,
ORD-847,#1847,CUS-0018,2517.49,PAID,,order_000847,
ORD-848,#1848,CUS-0084,1510.64,PAID,,order_000848,
ORD-849,#1849,CUS-0228,12313.53,PAID,,order_000849,
ORD-850,#1850,CUS-0170,414.1,PAID,,order_000850,
ORD-851,#1851,CUS-0053,509.94,PAID,,order_000851,
ORD-852,#1852,CUS-0078,1614.25,PAID,,order_000852,
ORD-853,#1853,CUS-0217,413.06,PAID,,order_000853,
ORD-854,#1854,CUS-0111,831.93,PAID,,order_000854,
