bank_txn_id,utr,amount,value_date,direction,counterparty,description,source
BNK-0285,UTR00000285,297.58,2025-02-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0286,UTR00000286,7742.09,2025-01-31,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0288,UTR00000288,1568.85,2025-01-31,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0289,UTR00000289,2862.45,2025-02-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0290,UTR00000290,611.38,2025-02-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0291,UTR00000291,1202.65,2025-01-31,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0292,UTR00000292,2022.33,2025-01-31,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0293,UTR00000293,469.28,2025-02-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0295,UTR00000295,769.88,2025-02-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0296,UTR00000296,309.86,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0297,UTR00000297,454.93,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0298,UTR00000298,746.25,2025-02-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0299,UTR00000299,470.17,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0300,UTR00000300,1966.17,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0301,UTR00000301,2447.16,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0302,UTR00000302,811.22,2025-02-01,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0303,UTR00000303,1368.52,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0304,UTR00000304,527.4,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0305,UTR00000305,411.29,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0306,UTR00000306,291.94,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0307,UTR00000307,2407.61,2025-02-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0308,UTR00000308,291.94,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0309,UTR00000309,679.18,2025-02-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0310,UTR00000310,1396.03,2025-02-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0311,UTR00000311,409.21,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0312,UTR00000312,1053.78,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0313,UTR00000313,175.16,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0313-2,UTR00000313B,116.78,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0314,UTR00000314,2136.09,2025-02-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0315,UTR00000315,1542.47,2025-02-02,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0316,UTR00000316,5082.38,2025-02-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0317,UTR00000317,762.19,2025-02-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0318,UTR00000318,2432.87,2025-02-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0319,UTR00000319,297.58,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0320,UTR00000320,1829.22,2025-02-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0321,UTR00000321,284.84,2025-02-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0322,UTR00000322,932.55,2025-02-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0323,UTR00000323,1047.63,2025-02-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0324,UTR00000324,420.39,2025-02-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0325,UTR00000325,808.78,2025-02-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0326,UTR00000326,145.94,2025-02-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0327,UTR00000327,614.26,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0328,UTR00000328,476.91,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0329,UTR00000329,534.91,2025-02-03,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0330,UTR00000330,554.61,2025-02-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0331,UTR00000331,3865.67,2025-02-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0332,UTR00000332,580.19,2025-02-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0333,UTR00000333,2038.71,2025-02-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0334,UTR00000334,5462.94,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0335,UTR00000335,6913.46,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0336,UTR00000336,357.15,2025-02-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0337,UTR00000337,1356.59,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0338,UTR00000338,1328.96,2025-02-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0339,UTR00000339,5431.31,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0340,UTR00000340,5817.06,2025-02-04,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0341,UTR00000341,2162.38,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0342,UTR00000342,640.8,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0343,UTR00000343,1835.92,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0344,UTR00000344,430.13,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0345,UTR00000345,2046.33,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0347,UTR00000347,5378.94,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0348,UTR00000348,1406.77,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0349,UTR00000349,448.07,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0350,UTR00000350,1528.29,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0351,UTR00000351,291.94,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0352,UTR00000352,863.93,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0353,UTR00000353,2416.98,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0354,UTR00000354,6822.1,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0355,UTR00000355,11721.69,2025-02-05,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0356,UTR00000356,3419.47,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0358,UTR00000358,1590.38,2025-02-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0359,UTR00000359,817.63,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0360,UTR00000360,2452.55,2025-02-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0361,UTR00000361,1043.33,2025-02-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0362,UTR00000362,7373.37,2025-02-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0363,UTR00000363,817.0,2025-02-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0364,UTR00000364,764.13,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0366,UTR00000366,3154.16,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0367,UTR00000367,958.87,2025-02-06,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0368,UTR00000368,1415.24,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0369,UTR00000369,292.17,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0370,UTR00000370,2631.15,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0371,UTR00000371,2564.67,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0372,UTR00000372,741.58,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0373,UTR00000373,291.94,2025-02-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0374,UTR00000374,292.3,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0375,UTR00000375,1305.69,2025-02-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0376,UTR00000376,1284.22,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0377,UTR00000377,1109.03,2025-02-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0378,UTR00000378,291.94,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0379,UTR00000379,1101.84,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0380,UTR00000380,4633.55,2025-02-07,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0381,UTR00000381,9520.97,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0382,UTR00000382,173.15,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0383,UTR00000383,1791.18,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0384,UTR00000384,5942.8,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0385,UTR00000385,1418.19,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0386,UTR00000386,1687.3,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0388,UTR00000388,1212.96,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0389,UTR00000389,449.47,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0390,UTR00000390,3247.96,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0391,UTR00000391,621.04,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0392,UTR00000392,176.19,2025-02-08,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0393,UTR00000393,284.84,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0394,UTR00000394,1182.73,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0395,UTR00000395,1930.48,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0396,UTR00000396,2015.59,2025-02-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0398,UTR00000398,458.65,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0399,UTR00000399,332.82,2025-02-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0400,UTR00000400,4858.54,2025-02-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0401,UTR00000401,3176.33,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0402,UTR00000402,284.84,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0403,UTR00000403,559.69,2025-02-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0404,UTR00000404,592.57,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0405,UTR00000405,520.07,2025-02-09,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0406,UTR00000406,499.49,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0407,UTR00000407,325.35,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0408,UTR00000408,767.75,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0409,UTR00000409,1653.38,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0410,UTR00000410,4507.09,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0412,UTR00000412,575.31,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0414,UTR00000414,291.94,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0415,UTR00000415,1567.28,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0415-2,UTR00000415B,1044.85,2025-02-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0416,UTR00000416,693.85,2025-02-10,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0417,UTR00000417,516.88,2025-02-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0418,UTR00000418,560.9,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0419,UTR00000419,328.54,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0420,UTR00000420,1219.65,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0421,UTR00000421,2372.13,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0422,UTR00000422,1081.63,2025-02-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0423,UTR00000423,297.58,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0424,UTR00000424,284.84,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0425,UTR00000425,6705.83,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0426,UTR00000426,2509.19,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0427,UTR00000427,2538.08,2025-02-11,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0428,UTR00000428,1904.6,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0429,UTR00000429,4239.23,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0430,UTR00000430,579.78,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0431,UTR00000431,578.67,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0432,UTR00000432,284.84,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0433,UTR00000433,878.2,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0434,UTR00000434,2248.85,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0435,UTR00000435,2125.42,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0436,UTR00000436,1584.91,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0437,UTR00000437,2632.72,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0438,UTR00000438,289.24,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0439,UTR00000439,1955.31,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0440,UTR00000440,3393.64,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0441,UTR00000441,1835.21,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0442,UTR00000442,886.63,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0443,UTR00000443,535.49,2025-02-12,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0444,UTR00000444,1953.6,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0445,UTR00000445,624.49,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0446,UTR00000446,751.47,2025-02-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0447,UTR00000447,744.48,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0448,UTR00000448,717.33,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0449,UTR00000449,400.23,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0450,UTR00000450,861.23,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0451,UTR00000451,2780.51,2025-02-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0452,UTR00000452,2826.91,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0453,UTR00000453,702.55,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0454,UTR00000454,1230.92,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0455,UTR00000455,2769.65,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0456,UTR00000456,798.54,2025-02-13,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0457,UTR00000457,555.12,2025-02-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0458,UTR00000458,1091.25,2025-02-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0459,UTR00000459,290.7,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0460,UTR00000460,323.33,2025-02-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0462,UTR00000462,300.6,2025-02-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0464,UTR00000464,1174.21,2025-02-14,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0465,UTR00000465,7281.24,2025-02-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0466,UTR00000466,313.7,2025-02-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0467,UTR00000467,679.5,2025-02-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0468,UTR00000468,1523.85,2025-02-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0469,UTR00000469,638.65,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0470,UTR00000470,297.58,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0471,UTR00000471,1311.59,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0472,UTR00000472,6671.04,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0473,UTR00000473,486.02,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0474,UTR00000474,1618.4,2025-02-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0475,UTR00000475,297.58,2025-02-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0476,UTR00000476,1615.98,2025-02-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0477,UTR00000477,1366.29,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0478,UTR00000478,2040.07,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0479,UTR00000479,324.75,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0479-2,UTR00000479B,216.51,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0480,UTR00000480,1996.21,2025-02-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0481,UTR00000481,2415.3,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0482,UTR00000482,3462.73,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0483,UTR00000483,2208.76,2025-02-15,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0484,UTR00000484,1404.53,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0485,UTR00000485,714.49,2025-02-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0486,UTR00000486,335.7,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0487,UTR00000487,4279.1,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0488,UTR00000488,509.73,2025-02-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0489,UTR00000489,408.6,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0491,UTR00000491,542.64,2025-02-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0492,UTR00000492,1949.94,2025-02-16,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0493,UTR00000493,555.53,2025-02-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0494,UTR00000494,715.19,2025-02-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0495,UTR00000495,5239.95,2025-02-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0496,UTR00000496,585.95,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0497,UTR00000497,2358.54,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0499,UTR00000499,615.37,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0500,UTR00000500,863.3,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0502,UTR00000502,2075.59,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0503,UTR00000503,655.73,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0504,UTR00000504,747.59,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0505,UTR00000505,1877.73,2025-02-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0506,UTR00000506,1084.31,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0507,UTR00000507,250.35,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0507-2,UTR00000507B,166.9,2025-02-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0508,UTR00000508,1451.76,2025-02-17,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0509,UTR00000509,1262.97,2025-02-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0510,UTR00000510,199.97,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0511,UTR00000511,2000.83,2025-02-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0512,UTR00000512,451.81,2025-02-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0513,UTR00000513,4133.79,2025-02-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0515,UTR00000515,6666.48,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0516,UTR00000516,8531.04,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0517,UTR00000517,269.05,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0517-2,UTR00000517B,179.37,2025-02-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0518,UTR00000518,176.81,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0519,UTR00000519,1596.15,2025-02-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0520,UTR00000520,2192.17,2025-02-18,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0521,UTR00000521,7695.62,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0522,UTR00000522,2000.86,2025-02-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0523,UTR00000523,2136.66,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0524,UTR00000524,1614.56,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0525,UTR00000525,1031.51,2025-02-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0526,UTR00000526,4339.19,2025-02-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0527,UTR00000527,594.41,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0528,UTR00000528,537.52,2025-02-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0530,UTR00000530,291.94,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0531,UTR00000531,291.94,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0532,UTR00000532,2871.08,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0533,UTR00000533,896.75,2025-02-19,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0534,UTR00000534,5349.5,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0535,UTR00000535,824.39,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0536,UTR00000536,2027.6,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0537,UTR00000537,501.8,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0538,UTR00000538,987.23,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0539,UTR00000539,10205.2,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0540,UTR00000540,767.41,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0541,UTR00000541,1529.72,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0542,UTR00000542,653.94,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0542-2,UTR00000542B,435.96,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0543,UTR00000543,1008.93,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0544,UTR00000544,297.58,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0545,UTR00000545,5152.59,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0546,UTR00000546,4562.43,2025-02-20,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0547,UTR00000547,1449.9,2025-02-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0548,UTR00000548,307.91,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0549,UTR00000549,1405.41,2025-02-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0550,UTR00000550,3897.95,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0551,UTR00000551,1133.03,2025-02-25,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0552,UTR00000552,1837.72,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0553,UTR00000553,1748.04,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0554,UTR00000554,2905.8,2025-02-24,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0555,UTR00000555,2071.36,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0555-2,UTR00000555B,1376.18,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0557,UTR00000557,3057.18,2025-02-21,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0558,UTR00000558,297.58,2025-02-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0559,UTR00000559,1042.32,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0559-2,UTR00000559B,694.88,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0561,UTR00000561,7432.53,2025-02-22,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0562,UTR00000562,1940.59,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0563,UTR00000563,700.13,2025-02-26,IN,RAZORPAY SOFTWARE PVT LTD,,
BNK-0564,UTR00000564,284.84,2025-02-23,IN,RAZORPAY SOFTWARE PVT LTD,,
