run_id,case_id,llm_provider,llm_model,rollout_level,status,started_at,finished_at,proposed_action,executed_action,verification_status,recovered_amount,errors
RUN-768AC79CFD63,CASE-0013,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:09Z,2026-09-05T07:14:09Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-C47188728C3F,CASE-0070,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:09Z,2026-09-05T07:14:09Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-AF4D70D6D399,CASE-0014,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:10Z,2026-09-05T07:14:10Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,3.2,
RUN-78A91E5CBF00,CASE-0126,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:11Z,2026-09-05T07:14:11Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-C0FCE22F2D7A,CASE-0008,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:11Z,2026-09-05T07:14:11Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-1FAD41A8BE2C,CASE-0071,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:12Z,2026-09-05T07:14:12Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-22BFE9D808CA,CASE-0057,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:13Z,2026-09-05T07:14:13Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-57348F4B2FE5,CASE-0135,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:13Z,2026-09-05T07:14:13Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,4.47,
RUN-D944F4606347,CASE-0050,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:14Z,2026-09-05T07:14:14Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-F5E4AF219562,CASE-0138,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:15Z,2026-09-05T07:14:15Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-EEB8FEAAC991,CASE-0012,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:16Z,2026-09-05T07:14:16Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-E637AC6DAA8F,CASE-0006,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:16Z,2026-09-05T07:14:17Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-37E4FBB74D80,CASE-0100,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:17Z,2026-09-05T07:14:17Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-FE9E15FA6B6E,CASE-0072,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:18Z,2026-09-05T07:14:18Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-40D5D14E060B,CASE-0023,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:19Z,2026-09-05T07:14:19Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-A316A84EAF1D,CASE-0018,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:19Z,2026-09-05T07:14:19Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-61B2FBA73F4E,CASE-0109,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:20Z,2026-09-05T07:14:20Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-F11889AF731D,CASE-0133,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:21Z,2026-09-05T07:14:21Z,DRAFT_DISPUTE,CREATE_DISPUTE,FAILED,0.0,
RUN-A5B187C2A342,CASE-0010,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:21Z,2026-09-05T07:14:22Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-F086A682F45D,CASE-0148,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:22Z,2026-09-05T07:14:22Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-414D37CDFB13,CASE-0045,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:23Z,2026-09-05T07:14:23Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-8ADED9EB604F,CASE-0049,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:23Z,2026-09-05T07:14:24Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,2.1,
RUN-3EC33D0783A6,CASE-0028,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:24Z,2026-09-05T07:14:25Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,1.25,
RUN-37D4EEC3D665,CASE-0118,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:25Z,2026-09-05T07:14:25Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-37E6DF086FBC,CASE-0094,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:26Z,2026-09-05T07:14:26Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-7EF10FBDCBA6,CASE-0003,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:27Z,2026-09-05T07:14:27Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-EBF9082F9249,CASE-0025,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:27Z,2026-09-05T07:14:27Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-445DD6110AB4,CASE-0059,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:28Z,2026-09-05T07:14:28Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-155FAD1DDEA0,CASE-0002,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:29Z,2026-09-05T07:14:29Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
