recon_result_id,reconcile_run_id,direction,left_entity,left_record_id,right_entity,right_record_id,status,expected_amount,actual_amount,variance,explained_variance,unexplained_variance,variance_class,tolerance_id,matched_at,notes
rcn-00678,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0163,core.settlements,SET-0163,MATCHED,297.58,297.58,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00679,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0163,core.gateway_fees,FEE-0163,MATCHED,1.2,1.2,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00680,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0163,core.bank_transactions,BNK-0163,MATCHED,297.58,297.58,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00681,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-164,core.payments,PAY-0164,MATCHED,299.0,299.0,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00682,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0164,core.settlements,SET-0164,MISMATCH,292.3,281.74,10.56,0,10.56,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-00683,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0164,core.gateway_fees,FEE-0164,MISMATCH,5.68,8.03,-2.35,0,2.35,LEAKAGE,TOL-FEE,2025-04-05T00:00:00Z,LEAKAGE on FEE_VS_RATE_CARD
rcn-00684,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0164,core.bank_transactions,BNK-0164,MATCHED,281.74,281.74,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00685,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-165,core.payments,PAY-0165,MATCHED,3505.32,3505.32,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00686,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0165,core.settlements,SET-0165,MATCHED,3488.78,3488.78,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00687,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0165,core.gateway_fees,FEE-0165,MATCHED,14.02,14.02,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00688,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0165,core.bank_transactions,BNK-0165,MATCHED,3488.78,3488.78,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00689,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-166,core.payments,PAY-0166,MATCHED,338.42,338.42,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00690,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0166,core.settlements,SET-0166,MATCHED,336.83,336.83,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00691,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0166,core.gateway_fees,FEE-0166,MATCHED,1.35,1.35,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00692,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0166,core.bank_transactions,BNK-0166,MATCHED,336.83,336.83,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00693,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-167,core.payments,PAY-0167,MATCHED,299.0,299.0,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00694,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0167,core.settlements,SET-0167,MATCHED,297.58,297.58,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00695,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0167,core.gateway_fees,FEE-0167,MATCHED,1.2,1.2,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00696,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0167,core.bank_transactions,BNK-0167,MATCHED,297.58,297.58,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00697,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-168,core.payments,PAY-0168,MATCHED,457.56,457.56,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00698,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0168,core.settlements,SET-0168,MISMATCH,446.76,441.31,5.45,0,5.45,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-00699,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0168,core.gateway_fees,FEE-0168,MATCHED,9.15,9.15,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00700,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0168,core.bank_transactions,BNK-0168,MATCHED,441.31,441.31,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00701,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-169,core.payments,PAY-0169,MATCHED,1623.13,1623.13,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00702,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0169,core.settlements,SET-0169,MATCHED,1584.83,1584.83,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00703,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0169,core.gateway_fees,FEE-0169,MATCHED,32.46,32.46,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00704,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0169,core.bank_transactions,BNK-0169,MATCHED,1584.83,1584.83,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00705,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-170,core.payments,PAY-0170,MATCHED,299.0,299.0,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00706,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0170,core.settlements,SET-0170,MATCHED,291.94,291.94,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00707,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0170,core.gateway_fees,FEE-0170,MATCHED,5.98,5.98,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00708,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0170,core.bank_transactions,BNK-0170,MATCHED,291.94,291.94,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00709,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-171,core.payments,PAY-0171,MATCHED,2427.91,2427.91,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00710,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0171,core.settlements,SET-0171,MATCHED,2370.61,2370.61,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00711,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0171,core.gateway_fees,FEE-0171,MATCHED,48.56,48.56,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00712,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0171,core.bank_transactions,BNK-0171,MATCHED,2370.61,2370.61,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00713,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-172,core.payments,PAY-0172,MATCHED,415.7,415.7,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00714,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0172,core.settlements,SET-0172,MATCHED,405.89,405.89,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00715,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0172,core.gateway_fees,FEE-0172,MATCHED,8.31,8.31,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00716,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0172,core.bank_transactions,BNK-0172,MATCHED,405.89,405.89,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00717,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-173,core.payments,PAY-0173,MATCHED,1575.12,1575.12,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00718,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0173,core.settlements,SET-0173,MISMATCH,1224.82,1218.43,6.39,0,6.39,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-00719,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0173,core.gateway_fees,FEE-0173,MATCHED,31.5,31.5,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00720,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0173,core.bank_transactions,BNK-0173,MATCHED,1218.43,1218.43,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00721,RUN-2025-04-05-01,REFUND_VS_PAYMENT,core.payments,PAY-0173,core.refunds,REF-0173,MATCHED,319.52,319.52,0.0,0,0,LEGITIMATE,TOL-REFUND,2025-04-05T00:00:00Z,
rcn-00722,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-174,core.payments,PAY-0174,MATCHED,691.35,691.35,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00723,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0174,core.settlements,SET-0174,MATCHED,675.03,675.03,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00724,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0174,core.gateway_fees,FEE-0174,MATCHED,13.83,13.83,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00725,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0174,core.bank_transactions,BNK-0174,MATCHED,675.03,675.03,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00726,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-175,core.payments,PAY-0175,MATCHED,299.0,299.0,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00727,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0175,core.settlements,SET-0175,MATCHED,297.58,297.58,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00728,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0175,core.gateway_fees,FEE-0175,MATCHED,1.2,1.2,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00729,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0175,core.bank_transactions,BNK-0175,MATCHED,297.58,297.58,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00730,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-176,core.payments,PAY-0176,MATCHED,3508.4,3508.4,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00731,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0176,core.settlements,SET-0176,MISMATCH,1776.5,1742.84,33.66,0,33.66,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-00732,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0176,core.gateway_fees,FEE-0176,MATCHED,70.17,70.17,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00733,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0176,core.bank_transactions,BNK-0176,MATCHED,1742.84,1742.84,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00734,RUN-2025-04-05-01,REFUND_VS_PAYMENT,core.payments,PAY-0176,core.refunds,REF-0176,MATCHED,1682.76,1682.76,0.0,0,0,LEGITIMATE,TOL-REFUND,2025-04-05T00:00:00Z,
rcn-00735,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-177,core.payments,PAY-0177,MATCHED,2544.86,2544.86,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00736,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0177,core.settlements,SET-0177,MATCHED,2474.3,2474.3,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00737,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0177,core.gateway_fees,FEE-0177,MATCHED,59.8,59.8,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00738,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0177,core.bank_transactions,BNK-0177,MATCHED,2474.3,2474.3,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00739,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-178,core.payments,PAY-0178,MATCHED,3660.55,3660.55,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00740,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0178,core.settlements,SET-0178,MISMATCH,3578.48,3558.29,20.19,0,20.19,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-00741,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0178,core.gateway_fees,FEE-0178,MISMATCH,69.55,89.74,-20.19,0,20.19,LEAKAGE,TOL-FEE,2025-04-05T00:00:00Z,LEAKAGE on FEE_VS_RATE_CARD
rcn-00742,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0178,core.bank_transactions,BNK-0178,MATCHED,3558.29,3558.29,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00743,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-179,core.payments,PAY-0179,MATCHED,2191.5,2191.5,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00744,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0179,core.settlements,SET-0179,MISMATCH,2130.73,2011.23,119.5,0,119.5,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-00745,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0179,core.gateway_fees,FEE-0179,MATCHED,51.5,51.5,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00746,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0179,core.bank_transactions,BNK-0179,MATCHED,2011.23,2011.23,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00747,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-180,core.payments,PAY-0180,MATCHED,330.43,330.43,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00748,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0180,core.settlements,SET-0180,MATCHED,328.87,328.87,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00749,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0180,core.gateway_fees,FEE-0180,MATCHED,1.32,1.32,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00750,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0180,core.bank_transactions,BNK-0180,MATCHED,328.87,328.87,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00751,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-181,core.payments,PAY-0181,MATCHED,299.87,299.87,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00752,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0181,core.settlements,SET-0181,MATCHED,293.14,293.14,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00753,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0181,core.gateway_fees,FEE-0181,MATCHED,5.7,5.7,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00754,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0181,core.bank_transactions,BNK-0181,MATCHED,293.14,293.14,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00755,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-182,core.payments,PAY-0182,MATCHED,17112.73,17112.73,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00756,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0182,core.settlements,SET-0182,MISMATCH,12194.11,11894.06,300.05,0,300.05,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-00757,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0182,core.gateway_fees,FEE-0182,MATCHED,68.45,68.45,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00758,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0182,core.bank_transactions,BNK-0182,MATCHED,11894.06,11894.06,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00759,RUN-2025-04-05-01,REFUND_VS_PAYMENT,core.payments,PAY-0182,core.refunds,REF-0182,MATCHED,4857.28,4857.28,0.0,0,0,LEGITIMATE,TOL-REFUND,2025-04-05T00:00:00Z,
rcn-00760,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-183,core.payments,PAY-0183,MATCHED,829.96,829.96,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00761,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0183,core.settlements,SET-0183,MATCHED,810.37,810.37,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00762,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0183,core.gateway_fees,FEE-0183,MATCHED,16.6,16.6,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00763,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0183,core.bank_transactions,BNK-0183,MATCHED,810.37,810.37,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00764,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-184,core.payments,PAY-0184,MATCHED,1376.44,1376.44,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00765,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0184,core.settlements,SET-0184,MATCHED,1362.28,1362.28,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00766,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0184,core.gateway_fees,FEE-0184,MATCHED,12.0,12.0,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00767,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0184,core.bank_transactions,BNK-0184,MATCHED,1362.28,1362.28,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00768,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-185,core.payments,PAY-0185,MATCHED,3796.31,3796.31,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00769,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0185,core.settlements,SET-0185,MATCHED,3706.71,3706.71,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00770,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0185,core.gateway_fees,FEE-0185,MATCHED,75.93,75.93,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00771,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0185,core.bank_transactions,BNK-0185,MATCHED,3706.71,3706.71,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00772,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-186,core.payments,PAY-0186,MATCHED,1153.56,1153.56,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00773,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0186,core.settlements,SET-0186,MATCHED,735.92,735.92,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00774,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0186,core.gateway_fees,FEE-0186,MATCHED,23.07,23.07,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00775,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0186,core.bank_transactions,BNK-0186,MATCHED,735.92,735.92,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00776,RUN-2025-04-05-01,REFUND_VS_PAYMENT,core.payments,PAY-0186,core.refunds,REF-0186,MATCHED,398.39,398.39,0.0,0,0,LEGITIMATE,TOL-REFUND,2025-04-05T00:00:00Z,
rcn-00777,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-187,core.payments,PAY-0187,MATCHED,1221.4,1221.4,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00778,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0187,core.settlements,SET-0187,MATCHED,1215.63,1215.63,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00779,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0187,core.gateway_fees,FEE-0187,MATCHED,4.89,4.89,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00780,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0187,core.bank_transactions,BNK-0187,MATCHED,1215.63,1215.63,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00781,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-188,core.payments,PAY-0188,MATCHED,299.0,299.0,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00782,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0188,core.settlements,,UNMATCHED,291.94,,,0,291.94,LEAKAGE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,LEAKAGE on SETTLEMENT_VS_PAYMENT
rcn-00783,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0188,core.gateway_fees,FEE-0188,MATCHED,5.98,5.98,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00784,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-189,core.payments,PAY-0189,MATCHED,2136.58,2136.58,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00785,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0189,core.settlements,SET-0189,MATCHED,2086.16,2086.16,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00786,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0189,core.gateway_fees,FEE-0189,MATCHED,42.73,42.73,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00787,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0189,core.bank_transactions,BNK-0189,MATCHED,2086.16,2086.16,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
rcn-00788,RUN-2025-04-05-01,PAYMENT_VS_ORDER,core.orders,ORD-190,core.payments,PAY-0190,MATCHED,1383.45,1383.45,0.0,0,0,LEGITIMATE,TOL-PAYMENT,2025-04-05T00:00:00Z,
rcn-00789,RUN-2025-04-05-01,SETTLEMENT_VS_PAYMENT,core.payments,PAY-0190,core.settlements,SET-0190,MATCHED,1350.8,1350.8,0.0,0,0,LEGITIMATE,TOL-SETTLEMENT,2025-04-05T00:00:00Z,
rcn-00790,RUN-2025-04-05-01,FEE_VS_RATE_CARD,core.payments,PAY-0190,core.gateway_fees,FEE-0190,MATCHED,27.67,27.67,0.0,0,0,LEGITIMATE,TOL-FEE,2025-04-05T00:00:00Z,
rcn-00791,RUN-2025-04-05-01,BANK_VS_SETTLEMENT,core.settlements,SET-0190,core.bank_transactions,BNK-0190,MATCHED,1350.8,1350.8,0.0,0,0,LEGITIMATE,TOL-BANK,2025-04-05T00:00:00Z,
