identity_match_id,entity_type,left_system,left_entity,left_record_id,right_system,right_entity,right_record_id,match_method,confidence,status,conflict_detail,matched_at
idm-00540,INVOICE,SHOPIFY,core.orders,ORD-272,ACCOUNTING,core.invoices,INV-0272,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00541,ORDER,SHOPIFY,core.orders,ORD-273,RAZORPAY,core.payments,PAY-0273,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00542,INVOICE,SHOPIFY,core.orders,ORD-273,ACCOUNTING,core.invoices,INV-0273,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00543,ORDER,SHOPIFY,core.orders,ORD-274,RAZORPAY,core.payments,PAY-0274,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00544,INVOICE,SHOPIFY,core.orders,ORD-274,ACCOUNTING,core.invoices,INV-0274,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00545,ORDER,SHOPIFY,core.orders,ORD-275,RAZORPAY,core.payments,PAY-0275,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00546,INVOICE,SHOPIFY,core.orders,ORD-275,ACCOUNTING,core.invoices,INV-0275,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00547,ORDER,SHOPIFY,core.orders,ORD-276,RAZORPAY,core.payments,PAY-0276,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00548,INVOICE,SHOPIFY,core.orders,ORD-276,ACCOUNTING,core.invoices,INV-0276,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00549,ORDER,SHOPIFY,core.orders,ORD-277,RAZORPAY,core.payments,PAY-0277,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00550,INVOICE,SHOPIFY,core.orders,ORD-277,ACCOUNTING,core.invoices,INV-0277,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00551,ORDER,SHOPIFY,core.orders,ORD-278,RAZORPAY,core.payments,PAY-0278,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00552,INVOICE,SHOPIFY,core.orders,ORD-278,ACCOUNTING,core.invoices,INV-0278,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00553,ORDER,SHOPIFY,core.orders,ORD-279,RAZORPAY,core.payments,PAY-0279,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00554,INVOICE,SHOPIFY,core.orders,ORD-279,ACCOUNTING,core.invoices,INV-0279,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00555,ORDER,SHOPIFY,core.orders,ORD-280,RAZORPAY,core.payments,PAY-0280,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00556,INVOICE,SHOPIFY,core.orders,ORD-280,ACCOUNTING,core.invoices,INV-0280,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00557,ORDER,SHOPIFY,core.orders,ORD-282,RAZORPAY,core.payments,PAY-0282,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00558,INVOICE,SHOPIFY,core.orders,ORD-282,ACCOUNTING,core.invoices,INV-0282,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00559,ORDER,SHOPIFY,core.orders,ORD-283,RAZORPAY,core.payments,PAY-0283,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00560,INVOICE,SHOPIFY,core.orders,ORD-283,ACCOUNTING,core.invoices,INV-0283,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00561,ORDER,SHOPIFY,core.orders,ORD-284,RAZORPAY,core.payments,PAY-0284,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00562,INVOICE,SHOPIFY,core.orders,ORD-284,ACCOUNTING,core.invoices,INV-0284,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00563,ORDER,SHOPIFY,core.orders,ORD-285,RAZORPAY,core.payments,PAY-0285,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00564,INVOICE,SHOPIFY,core.orders,ORD-285,ACCOUNTING,core.invoices,INV-0285,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00565,ORDER,SHOPIFY,core.orders,ORD-286,RAZORPAY,core.payments,PAY-0286,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00566,INVOICE,SHOPIFY,core.orders,ORD-286,ACCOUNTING,core.invoices,INV-0286,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00567,ORDER,SHOPIFY,core.orders,ORD-288,RAZORPAY,core.payments,PAY-0288,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00568,INVOICE,SHOPIFY,core.orders,ORD-288,ACCOUNTING,core.invoices,INV-0288,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00569,ORDER,SHOPIFY,core.orders,ORD-289,RAZORPAY,core.payments,PAY-0289,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00570,INVOICE,SHOPIFY,core.orders,ORD-289,ACCOUNTING,core.invoices,INV-0289,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00571,ORDER,SHOPIFY,core.orders,ORD-290,RAZORPAY,core.payments,PAY-0290,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00572,INVOICE,SHOPIFY,core.orders,ORD-290,ACCOUNTING,core.invoices,INV-0290,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00573,ORDER,SHOPIFY,core.orders,ORD-291,RAZORPAY,core.payments,PAY-0291,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00574,INVOICE,SHOPIFY,core.orders,ORD-291,ACCOUNTING,core.invoices,INV-0291,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00575,ORDER,SHOPIFY,core.orders,ORD-292,RAZORPAY,core.payments,PAY-0292,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00576,INVOICE,SHOPIFY,core.orders,ORD-292,ACCOUNTING,core.invoices,INV-0292,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00577,ORDER,SHOPIFY,core.orders,ORD-293,RAZORPAY,core.payments,PAY-0293,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00578,INVOICE,SHOPIFY,core.orders,ORD-293,ACCOUNTING,core.invoices,INV-0293,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00579,ORDER,SHOPIFY,core.orders,ORD-294,RAZORPAY,core.payments,PAY-0294,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00580,INVOICE,SHOPIFY,core.orders,ORD-294,ACCOUNTING,core.invoices,INV-0294,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00581,ORDER,SHOPIFY,core.orders,ORD-295,RAZORPAY,core.payments,PAY-0295,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00582,INVOICE,SHOPIFY,core.orders,ORD-295,ACCOUNTING,core.invoices,INV-0295,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00583,ORDER,SHOPIFY,core.orders,ORD-296,RAZORPAY,core.payments,PAY-0296,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00584,INVOICE,SHOPIFY,core.orders,ORD-296,ACCOUNTING,core.invoices,INV-0296,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00585,ORDER,SHOPIFY,core.orders,ORD-297,RAZORPAY,core.payments,PAY-0297,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00586,INVOICE,SHOPIFY,core.orders,ORD-297,ACCOUNTING,core.invoices,INV-0297,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00587,ORDER,SHOPIFY,core.orders,ORD-298,RAZORPAY,core.payments,PAY-0298,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00588,INVOICE,SHOPIFY,core.orders,ORD-298,ACCOUNTING,core.invoices,INV-0298,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00589,ORDER,SHOPIFY,core.orders,ORD-299,RAZORPAY,core.payments,PAY-0299,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00590,INVOICE,SHOPIFY,core.orders,ORD-299,ACCOUNTING,core.invoices,INV-0299,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00591,ORDER,SHOPIFY,core.orders,ORD-300,RAZORPAY,core.payments,PAY-0300,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00592,INVOICE,SHOPIFY,core.orders,ORD-300,ACCOUNTING,core.invoices,INV-0300,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00593,ORDER,SHOPIFY,core.orders,ORD-301,RAZORPAY,core.payments,PAY-0301,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00594,INVOICE,SHOPIFY,core.orders,ORD-301,ACCOUNTING,core.invoices,INV-0301,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00595,ORDER,SHOPIFY,core.orders,ORD-302,RAZORPAY,core.payments,PAY-0302,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00596,INVOICE,SHOPIFY,core.orders,ORD-302,ACCOUNTING,core.invoices,INV-0302,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00597,ORDER,SHOPIFY,core.orders,ORD-303,RAZORPAY,core.payments,PAY-0303,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00598,INVOICE,SHOPIFY,core.orders,ORD-303,ACCOUNTING,core.invoices,INV-0303,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00599,ORDER,SHOPIFY,core.orders,ORD-304,RAZORPAY,core.payments,PAY-0304,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00600,INVOICE,SHOPIFY,core.orders,ORD-304,ACCOUNTING,core.invoices,INV-0304,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00601,ORDER,SHOPIFY,core.orders,ORD-305,RAZORPAY,core.payments,PAY-0305,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00602,INVOICE,SHOPIFY,core.orders,ORD-305,ACCOUNTING,core.invoices,INV-0305,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00603,ORDER,SHOPIFY,core.orders,ORD-306,RAZORPAY,core.payments,PAY-0306,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00604,INVOICE,SHOPIFY,core.orders,ORD-306,ACCOUNTING,core.invoices,INV-0306,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00605,ORDER,SHOPIFY,core.orders,ORD-307,RAZORPAY,core.payments,PAY-0307,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00606,INVOICE,SHOPIFY,core.orders,ORD-307,ACCOUNTING,core.invoices,INV-0307,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00607,ORDER,SHOPIFY,core.orders,ORD-308,RAZORPAY,core.payments,PAY-0308,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00608,INVOICE,SHOPIFY,core.orders,ORD-308,ACCOUNTING,core.invoices,INV-0308,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00609,ORDER,SHOPIFY,core.orders,ORD-309,RAZORPAY,core.payments,PAY-0309,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00610,INVOICE,SHOPIFY,core.orders,ORD-309,ACCOUNTING,core.invoices,INV-0309,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00611,ORDER,SHOPIFY,core.orders,ORD-310,RAZORPAY,core.payments,PAY-0310,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00612,INVOICE,SHOPIFY,core.orders,ORD-310,ACCOUNTING,core.invoices,INV-0310,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00613,ORDER,SHOPIFY,core.orders,ORD-311,RAZORPAY,core.payments,PAY-0311,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00614,INVOICE,SHOPIFY,core.orders,ORD-311,ACCOUNTING,core.invoices,INV-0311,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00615,ORDER,SHOPIFY,core.orders,ORD-312,RAZORPAY,core.payments,PAY-0312,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00616,INVOICE,SHOPIFY,core.orders,ORD-312,ACCOUNTING,core.invoices,INV-0312,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00617,ORDER,SHOPIFY,core.orders,ORD-313,RAZORPAY,core.payments,PAY-0313,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00618,INVOICE,SHOPIFY,core.orders,ORD-313,ACCOUNTING,core.invoices,INV-0313,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00619,ORDER,SHOPIFY,core.orders,ORD-314,RAZORPAY,core.payments,PAY-0314,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00620,INVOICE,SHOPIFY,core.orders,ORD-314,ACCOUNTING,core.invoices,INV-0314,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00621,ORDER,SHOPIFY,core.orders,ORD-315,RAZORPAY,core.payments,PAY-0315,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00622,INVOICE,SHOPIFY,core.orders,ORD-315,ACCOUNTING,core.invoices,INV-0315,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00623,ORDER,SHOPIFY,core.orders,ORD-316,RAZORPAY,core.payments,PAY-0316,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00624,INVOICE,SHOPIFY,core.orders,ORD-316,ACCOUNTING,core.invoices,INV-0316,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00625,ORDER,SHOPIFY,core.orders,ORD-317,RAZORPAY,core.payments,PAY-0317,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00626,INVOICE,SHOPIFY,core.orders,ORD-317,ACCOUNTING,core.invoices,INV-0317,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00627,ORDER,SHOPIFY,core.orders,ORD-318,RAZORPAY,core.payments,PAY-0318,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00628,INVOICE,SHOPIFY,core.orders,ORD-318,ACCOUNTING,core.invoices,INV-0318,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00629,ORDER,SHOPIFY,core.orders,ORD-319,RAZORPAY,core.payments,PAY-0319,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00630,INVOICE,SHOPIFY,core.orders,ORD-319,ACCOUNTING,core.invoices,INV-0319,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00631,ORDER,SHOPIFY,core.orders,ORD-320,RAZORPAY,core.payments,PAY-0320,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00632,INVOICE,SHOPIFY,core.orders,ORD-320,ACCOUNTING,core.invoices,INV-0320,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00633,ORDER,SHOPIFY,core.orders,ORD-321,RAZORPAY,core.payments,PAY-0321,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00634,INVOICE,SHOPIFY,core.orders,ORD-321,ACCOUNTING,core.invoices,INV-0321,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00635,ORDER,SHOPIFY,core.orders,ORD-322,RAZORPAY,core.payments,PAY-0322,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00636,INVOICE,SHOPIFY,core.orders,ORD-322,ACCOUNTING,core.invoices,INV-0322,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00637,ORDER,SHOPIFY,core.orders,ORD-323,RAZORPAY,core.payments,PAY-0323,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00638,INVOICE,SHOPIFY,core.orders,ORD-323,ACCOUNTING,core.invoices,INV-0323,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00639,ORDER,SHOPIFY,core.orders,ORD-324,RAZORPAY,core.payments,PAY-0324,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00640,INVOICE,SHOPIFY,core.orders,ORD-324,ACCOUNTING,core.invoices,INV-0324,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00641,ORDER,SHOPIFY,core.orders,ORD-325,RAZORPAY,core.payments,PAY-0325,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00642,INVOICE,SHOPIFY,core.orders,ORD-325,ACCOUNTING,core.invoices,INV-0325,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00643,ORDER,SHOPIFY,core.orders,ORD-326,RAZORPAY,core.payments,PAY-0326,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00644,INVOICE,SHOPIFY,core.orders,ORD-326,ACCOUNTING,core.invoices,INV-0326,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00645,ORDER,SHOPIFY,core.orders,ORD-327,RAZORPAY,core.payments,PAY-0327,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00646,INVOICE,SHOPIFY,core.orders,ORD-327,ACCOUNTING,core.invoices,INV-0327,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00647,ORDER,SHOPIFY,core.orders,ORD-328,RAZORPAY,core.payments,PAY-0328,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00648,INVOICE,SHOPIFY,core.orders,ORD-328,ACCOUNTING,core.invoices,INV-0328,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00649,ORDER,SHOPIFY,core.orders,ORD-329,RAZORPAY,core.payments,PAY-0329,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00650,INVOICE,SHOPIFY,core.orders,ORD-329,ACCOUNTING,core.invoices,INV-0329,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00651,ORDER,SHOPIFY,core.orders,ORD-330,RAZORPAY,core.payments,PAY-0330,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00652,INVOICE,SHOPIFY,core.orders,ORD-330,ACCOUNTING,core.invoices,INV-0330,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00653,ORDER,SHOPIFY,core.orders,ORD-331,RAZORPAY,core.payments,PAY-0331,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00654,INVOICE,SHOPIFY,core.orders,ORD-331,ACCOUNTING,core.invoices,INV-0331,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00655,ORDER,SHOPIFY,core.orders,ORD-332,RAZORPAY,core.payments,PAY-0332,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00656,INVOICE,SHOPIFY,core.orders,ORD-332,ACCOUNTING,core.invoices,INV-0332,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00657,ORDER,SHOPIFY,core.orders,ORD-333,RAZORPAY,core.payments,PAY-0333,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00658,INVOICE,SHOPIFY,core.orders,ORD-333,ACCOUNTING,core.invoices,INV-0333,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00659,ORDER,SHOPIFY,core.orders,ORD-334,RAZORPAY,core.payments,PAY-0334,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00660,INVOICE,SHOPIFY,core.orders,ORD-334,ACCOUNTING,core.invoices,INV-0334,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00661,ORDER,SHOPIFY,core.orders,ORD-335,RAZORPAY,core.payments,PAY-0335,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00662,INVOICE,SHOPIFY,core.orders,ORD-335,ACCOUNTING,core.invoices,INV-0335,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00663,ORDER,SHOPIFY,core.orders,ORD-336,RAZORPAY,core.payments,PAY-0336,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00664,INVOICE,SHOPIFY,core.orders,ORD-336,ACCOUNTING,core.invoices,INV-0336,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00665,ORDER,SHOPIFY,core.orders,ORD-337,RAZORPAY,core.payments,PAY-0337,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00666,INVOICE,SHOPIFY,core.orders,ORD-337,ACCOUNTING,core.invoices,INV-0337,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00667,ORDER,SHOPIFY,core.orders,ORD-338,RAZORPAY,core.payments,PAY-0338,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00668,INVOICE,SHOPIFY,core.orders,ORD-338,ACCOUNTING,core.invoices,INV-0338,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00669,ORDER,SHOPIFY,core.orders,ORD-339,RAZORPAY,core.payments,PAY-0339,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00670,INVOICE,SHOPIFY,core.orders,ORD-339,ACCOUNTING,core.invoices,INV-0339,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00671,ORDER,SHOPIFY,core.orders,ORD-340,RAZORPAY,core.payments,PAY-0340,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00672,INVOICE,SHOPIFY,core.orders,ORD-340,ACCOUNTING,core.invoices,INV-0340,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00673,ORDER,SHOPIFY,core.orders,ORD-341,RAZORPAY,core.payments,PAY-0341,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00674,INVOICE,SHOPIFY,core.orders,ORD-341,ACCOUNTING,core.invoices,INV-0341,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00675,ORDER,SHOPIFY,core.orders,ORD-342,RAZORPAY,core.payments,PAY-0342,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00676,INVOICE,SHOPIFY,core.orders,ORD-342,ACCOUNTING,core.invoices,INV-0342,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00677,ORDER,SHOPIFY,core.orders,ORD-343,RAZORPAY,core.payments,PAY-0343,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00678,INVOICE,SHOPIFY,core.orders,ORD-343,ACCOUNTING,core.invoices,INV-0343,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00679,ORDER,SHOPIFY,core.orders,ORD-344,RAZORPAY,core.payments,PAY-0344,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00680,INVOICE,SHOPIFY,core.orders,ORD-344,ACCOUNTING,core.invoices,INV-0344,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00681,ORDER,SHOPIFY,core.orders,ORD-345,RAZORPAY,core.payments,PAY-0345,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00682,INVOICE,SHOPIFY,core.orders,ORD-345,ACCOUNTING,core.invoices,INV-0345,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00683,ORDER,SHOPIFY,core.orders,ORD-346,RAZORPAY,core.payments,PAY-0346,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00684,INVOICE,SHOPIFY,core.orders,ORD-346,ACCOUNTING,core.invoices,INV-0346,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00685,ORDER,SHOPIFY,core.orders,ORD-347,RAZORPAY,core.payments,PAY-0347,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00686,INVOICE,SHOPIFY,core.orders,ORD-347,ACCOUNTING,core.invoices,INV-0347,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00687,ORDER,SHOPIFY,core.orders,ORD-348,RAZORPAY,core.payments,PAY-0348,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00688,INVOICE,SHOPIFY,core.orders,ORD-348,ACCOUNTING,core.invoices,INV-0348,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00689,ORDER,SHOPIFY,core.orders,ORD-349,RAZORPAY,core.payments,PAY-0349,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00690,INVOICE,SHOPIFY,core.orders,ORD-349,ACCOUNTING,core.invoices,INV-0349,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00691,ORDER,SHOPIFY,core.orders,ORD-350,RAZORPAY,core.payments,PAY-0350,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00692,INVOICE,SHOPIFY,core.orders,ORD-350,ACCOUNTING,core.invoices,INV-0350,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00693,ORDER,SHOPIFY,core.orders,ORD-351,RAZORPAY,core.payments,PAY-0351,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00694,INVOICE,SHOPIFY,core.orders,ORD-351,ACCOUNTING,core.invoices,INV-0351,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00695,ORDER,SHOPIFY,core.orders,ORD-352,RAZORPAY,core.payments,PAY-0352,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00696,INVOICE,SHOPIFY,core.orders,ORD-352,ACCOUNTING,core.invoices,INV-0352,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00697,ORDER,SHOPIFY,core.orders,ORD-353,RAZORPAY,core.payments,PAY-0353,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00698,INVOICE,SHOPIFY,core.orders,ORD-353,ACCOUNTING,core.invoices,INV-0353,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00699,ORDER,SHOPIFY,core.orders,ORD-354,RAZORPAY,core.payments,PAY-0354,EXACT_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
idm-00700,INVOICE,SHOPIFY,core.orders,ORD-354,ACCOUNTING,core.invoices,INV-0354,INVOICE_REF,1.00,RESOLVED,,2025-04-05T00:00:00Z
