history_id,case_id,event_type,old_status,new_status,actor,message,payload,event_at
CH-A00062,CASE-0098,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0031 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00063,CASE-0055,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00064,CASE-0055,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0032 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00065,CASE-0040,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00066,CASE-0040,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0033 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00067,CASE-0009,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00068,CASE-0009,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0034 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00069,CASE-0052,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00070,CASE-0052,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0035 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00071,CASE-0041,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00072,CASE-0041,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0036 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00073,CASE-0075,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00074,CASE-0075,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0037 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00075,CASE-0087,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00076,CASE-0087,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0038 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00077,CASE-0106,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00078,CASE-0106,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0039 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00079,CASE-0099,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00080,CASE-0099,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0040 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00081,CASE-0104,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00082,CASE-0104,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0041 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00083,CASE-0095,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00084,CASE-0095,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0042 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00085,CASE-0058,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00086,CASE-0058,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0043 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00087,CASE-0136,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00088,CASE-0063,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00089,CASE-0021,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00090,CASE-0021,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0044 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00091,CASE-0024,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00092,CASE-0024,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0045 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00093,CASE-0044,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00094,CASE-0044,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0046 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00095,CASE-0039,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00096,CASE-0039,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0047 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00097,CASE-0020,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00098,CASE-0020,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0048 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00099,CASE-0048,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00100,CASE-0048,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0049 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00101,CASE-0112,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00102,CASE-0112,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0050 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00103,CASE-0027,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00104,CASE-0027,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0051 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00105,CASE-0114,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00106,CASE-0141,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00107,CASE-0141,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0052 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00108,CASE-0139,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00109,CASE-0139,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0053 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00110,CASE-0149,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00111,CASE-0149,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0054 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00112,CASE-0123,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00113,CASE-0123,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0055 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00114,CASE-0132,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00115,CASE-0132,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0056 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00116,CASE-0129,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00117,CASE-0129,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0057 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00118,CASE-0128,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00119,CASE-0128,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0058 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00120,CASE-0119,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00121,CASE-0119,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0059 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00122,CASE-0017,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00123,CASE-0017,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0060 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00124,CASE-0089,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00125,CASE-0073,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00126,CASE-0073,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0061 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00127,CASE-0090,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00128,CASE-0090,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0062 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00129,CASE-0116,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00130,CASE-0056,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00131,CASE-0056,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0063 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00132,CASE-0146,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00133,CASE-0097,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00134,CASE-0127,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00135,CASE-0127,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0064 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00136,CASE-0080,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00137,CASE-0019,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00138,CASE-0019,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0065 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00139,CASE-0060,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00140,CASE-0060,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0066 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00141,CASE-0037,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00142,CASE-0037,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0067 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00143,CASE-0102,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00144,CASE-0102,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0068 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00145,CASE-0137,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00146,CASE-0137,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0069 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00147,CASE-0120,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00148,CASE-0031,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00149,CASE-0038,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00150,CASE-0069,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00151,CASE-0069,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0070 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00152,CASE-0053,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00153,CASE-0131,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00154,CASE-0103,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00155,CASE-0103,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0071 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00156,CASE-0084,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00157,CASE-0084,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0072 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00158,CASE-0077,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00159,CASE-0082,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00160,CASE-0082,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0073 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00161,CASE-0078,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00162,CASE-0078,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0074 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00163,CASE-0015,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00164,CASE-0015,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0075 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00165,CASE-0076,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00166,CASE-0076,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0076 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00167,CASE-0096,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00168,CASE-0124,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00169,CASE-0124,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0077 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00170,CASE-0067,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00171,CASE-0105,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00172,CASE-0105,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0078 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00173,CASE-0016,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00174,CASE-0001,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00175,CASE-0066,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00176,CASE-0066,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0079 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00177,CASE-0079,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00178,CASE-0033,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00179,CASE-0144,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00180,CASE-0144,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0080 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00181,CASE-0034,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00182,CASE-0034,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0081 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00183,CASE-0011,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00184,CASE-0011,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0082 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00185,CASE-0110,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00186,CASE-0110,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0083 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00187,CASE-0005,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00188,CASE-0005,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0084 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00189,CASE-0068,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00190,CASE-0068,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0085 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00191,CASE-0115,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00192,CASE-0111,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00193,CASE-0113,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00194,CASE-0113,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0086 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00195,CASE-0043,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00196,CASE-0022,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00197,CASE-0054,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00198,CASE-0051,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00199,CASE-0142,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00200,CASE-0142,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0087 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00201,CASE-0036,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00202,CASE-0036,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0088 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00203,CASE-0065,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00204,CASE-0064,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00205,CASE-0064,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0089 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00206,CASE-0085,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00207,CASE-0134,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00208,CASE-0074,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00209,CASE-0035,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00210,CASE-0035,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0090 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00211,CASE-0013,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00212,CASE-0070,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00213,CASE-0014,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00214,CASE-0014,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0091 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00215,CASE-0126,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00216,CASE-0008,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00217,CASE-0071,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00218,CASE-0057,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00219,CASE-0135,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00220,CASE-0135,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0092 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00221,CASE-0050,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00222,CASE-0138,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00223,CASE-0012,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00224,CASE-0006,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00225,CASE-0006,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0093 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00226,CASE-0100,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00227,CASE-0072,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00228,CASE-0023,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00229,CASE-0018,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00230,CASE-0109,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00231,CASE-0133,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00232,CASE-0133,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0094 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00233,CASE-0010,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00234,CASE-0148,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00235,CASE-0045,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00236,CASE-0049,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00237,CASE-0049,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0095 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00238,CASE-0028,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00239,CASE-0028,APPROVAL_REQUEST,INVESTIGATING,PENDING_APPROVAL,AGENT,approval APR-0096 requested for CREATE_DISPUTE,,2025-04-05T00:00:00Z
CH-A00240,CASE-0118,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00241,CASE-0094,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00242,CASE-0003,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00243,CASE-0025,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00244,CASE-0059,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
CH-A00245,CASE-0002,STATUS_CHANGE,NEW,INVESTIGATING,AGENT,agent began investigation,,2025-04-05T00:00:00Z
